Gene_id,GB-12-6_S45,GB-12-5_S44,GB-12-13_S47,GB-12-15_S48,GB-18-1_S41,GB-18-2_S42,GB-18-3_S43,SB-18-8-S46
jg36029,1,7,0,0,1,0,0,0
jg23504,3,0,3,7,3,0,0,5
jg31931,0,0,0,0,0,0,0,0
jg5909,4,24,9,37,54,13,30,65
jg25567,2,155,6,8,5,2,5,4
jg12045,7,1,7,4,1,5,0,4
jg36922,230,591,410,900,442,194,866,665
jg31334,2288,4129,1779,3445,2837,21,4015,4003
jg13544,3,0,1,0,0,3,0,0
jg11410,0,1,0,0,0,0,1,0
jg3927,30,35,1,4,0,0,0,2
jg35127,18,1,77,150,45,64,102,0
jg23649,374,855,789,887,777,600,1057,1194
jg10395,0,3,7,23,10,3,19,25
jg8950,6,4,0,3,0,1,0,0
jg36067,0,0,0,0,0,0,0,0
jg24688,805,1037,872,605,577,1131,889,925
jg5727,47,33,19,25,53,44,38,68
jg41,0,0,0,0,0,0,0,0
jg36973,1228,3891,599,499,208,1079,298,995
jg21187,3,1,1,1,11,0,22,14
jg14786,589,659,1768,1556,1268,2530,1581,2152
jg36305,0,0,0,0,0,0,0,0
jg20019,0,0,0,0,0,0,0,0
jg3184,21075,33852,27331,22367,16625,30848,26458,33346
jg22881,0,0,0,0,0,0,0,0
jg26112,5,40,22,1,0,11,3,0
jg5940,0,0,0,0,0,0,0,0
jg37092,0,0,0,0,0,0,0,0
jg5796,4,16,3,4,5,3,3,13
jg9755,0,0,0,0,0,0,0,0
jg12051,14,60,5,22,10,0,19,11
jg12508,2,0,0,0,0,0,0,0
jg28325,0,0,0,0,0,0,0,0
jg33789,0,1,1,0,0,1,0,1
jg20859,0,0,0,0,0,0,0,0
jg22853,0,0,0,0,3,0,1,0
jg3471,2168,4821,1881,4181,2770,317,4170,3834
jg22210,0,0,0,0,0,0,0,0
jg21281,6,9,17,33,26,5,21,27
jg14572,4,4,1,9,1,1,7,6
jg36127,34008,60012,15441,26455,20476,6,30256,35214
jg29540,2,9,576,837,43,106,72,650
jg23955,1424,3145,938,1295,1099,563,1531,1753
jg24744,2,15,2,1,2,2,4,0
12611_g,0,0,0,0,0,0,0,0
jg6073,0,0,0,0,0,0,1,0
jg24790,28,76,78,48,37,93,86,92
jg14000,15,77,2,0,2,0,6,10
jg30357,10,20,8,9,642,7,18,1089
jg12439,559,1283,683,1315,795,226,1139,1090
jg16462,0,0,2,0,0,0,0,0
jg16039,1,10,0,1,2,0,1,2
jg28786,129,142,219,129,124,159,144,99
jg509,1,0,0,0,0,0,0,0
jg28049,0,0,0,0,0,0,0,0
jg29309,268,555,306,337,354,309,404,559
jg6218,0,1,8,5,0,4,4,0
jg32232,8,0,0,1,1,0,0,2
jg2743,20953,37017,34379,28058,21033,39044,34572,36317
jg3470,3,1,57,49,4,14,20,53
jg10154,112,234,231,290,182,95,214,277
jg11165,12,17,2,4,0,0,7,3
jg21907,0,0,5,0,0,0,0,0
jg16672,1468,4749,2580,2213,2748,1247,2261,1842
jg8118,2,3,0,3,0,2,1,0
jg2864,153,264,1465,1372,322,155,137,173
jg8567,0,7,0,0,0,0,0,0
jg12323,25115,49652,10610,17520,13391,9,18697,21335
jg6692,0,0,0,2,0,0,0,0
jg23262,4,0,3,0,0,1,1,2
jg346,0,0,0,3,0,0,0,1
jg25053,2,0,0,0,0,0,0,0
jg11505,486,756,139,286,281,0,422,484
jg2932,0,6,1,1,0,0,2,0
jg4002,94,198,233,181,128,224,204,186
jg10090,2,5,4,3,12,0,9,5
jg34081,292,432,239,344,238,69,371,408
jg17459,808,1361,1001,1258,902,607,1383,1517
jg33049,0,0,0,0,0,0,0,0
32888_g,0,0,0,0,0,0,0,0
jg1785,40841,66350,14103,24725,22838,17,34902,39520
jg22829,30,50,108,48,62,25,422,408
jg12020,56,100,168,120,65,100,158,139
jg12935,5,82,3,10,0,0,2312,46
jg21972,1352,2335,10,1,0,4,1,2
jg25506,74,145,30,63,1,222,47,18
jg29217,2,0,0,0,0,0,0,0
jg771,0,0,0,5,1,0,0,0
jg19791,5,35,0,2,0,1,2,1
jg27152,0,0,0,0,0,0,0,0
jg7779,0,0,0,0,0,0,0,0
jg27540,0,0,0,0,0,0,0,0
jg19366,0,0,0,0,0,0,0,1
jg15144,1,10,10,8,23,23,18,7
jg18059,108,396,55,79,72,17,113,91
jg23092,0,0,0,0,0,0,0,1
jg18187,0,0,0,0,0,0,0,0
jg26732,0,0,0,0,0,0,0,0
jg10398,2772,2042,545,1874,1056,3110,2292,3776
jg6580,0,0,1,0,2,0,4,0
jg5975,16,49,8,18,16,0,13,6
jg22534,3,3,0,5,24,0,1,4
jg26429,2,0,0,0,4,2,3,0
jg18144,0,0,2,4,0,0,0,1
jg32309,0,0,0,0,0,0,0,0
jg18089,2695,4862,550,473,816,1249,991,849
jg19370,8,3,0,1,0,1,13,7
jg25131,23,56,60,37,45,75,64,73
jg11024,228,342,94,164,180,1,298,317
jg11631,5220,17325,3878,4195,42342,35701,36133,34788
jg3312,6,36,2,0,23,9,31,1
jg7492,129,163,237,418,262,261,412,461
jg28590,0,0,0,0,0,0,1,0
jg19648,2,12,11,20,12,6,12,6
jg17068,1,0,0,0,0,0,0,0
jg15981,0,0,1,0,0,0,0,0
jg25982,0,7,4,4,3,0,2,1
jg14336,2,8,8,10,2,9,9,3
jg26111,0,0,0,0,0,0,0,0
m1-g10871,0,0,0,0,0,0,0,0
jg12866,5236,3823,573,40,1,5,22,25
jg10844,0,0,0,0,0,0,0,0
jg23746,0,0,0,0,0,0,0,0
jg28470,210,404,372,356,197,300,365,492
jg13736,13,5,4,6,1,5,6,2
jg33615,0,0,0,0,0,0,0,0
jg25611,2857,6556,3035,4686,3906,2000,5151,5582
jg23365,4,11,11,11,33,4,77,14
jg33043,0,1,0,0,0,0,0,0
jg27851,6,0,3,4,7,3,4,4
jg32053,1,7,2,2,2,0,1,2
jg34324,0,6,1,2,4,0,3,3
jg27451,166,328,405,417,275,143,395,521
jg13949,0,1,2,0,49,9,28,12
jg21446,0,0,1,0,0,0,1,2
28834_g,0,0,0,0,0,0,0,0
7631_g,0,0,0,0,0,0,0,0
jg20542,0,0,0,0,0,0,0,0
jg29418,45,101,96,116,97,82,185,178
jg34672,7983,13463,4451,7257,4939,1320,8131,8030
jg18910,0,0,0,0,0,0,0,0
jg32143,2,2,2,0,15,0,0,5
jg13489,9,1,10,11,30,1,37,23
jg3681,1576,1165,7441,2784,786,6961,2911,3484
jg27277,0,2,0,3,1,4,2,0
jg27084,1826,3131,6331,5163,3404,9469,4709,1271
jg9523,0,0,0,0,0,0,0,0
jg19272,0,0,0,0,0,0,0,0
jg31181,0,0,0,0,0,0,0,0
jg5898,0,0,0,0,0,0,0,0
jg26193,169,410,210,312,189,126,330,276
jg662,0,2,0,0,1,0,3,0
jg35545,25329,39039,9020,13145,13368,169,23064,21561
jg29192,14,11,1,0,0,1,3,1
jg26811,5,10,0,0,0,1,1,0
jg12796,0,0,0,0,0,0,0,0
jg36452,14,26,4,21,12,4,13,12
jg22137,4,133,110,297,337,2,362,259
jg10888,0,2,0,0,0,0,1,0
jg33641,180,448,586,822,391,461,417,690
jg8337,13,0,40,16,41,0,15,11
jg20108,0,0,0,0,0,0,1,0
jg4486,0,1,1,1,0,0,0,2
jg204,0,0,0,0,0,0,0,1
jg18323,72,208,55,65,41,13,44,63
jg4077,7,22,0,2,1,3,1,4
jg25356,0,1,0,0,0,0,0,0
jg10699,31685,52751,3561,2364,3588,4131,6460,2202
jg8581,11,0,2,6,0,6,3,0
jg27231,0,0,0,0,0,0,0,0
jg26685,13,7,7,0,0,2,7,0
jg12704,0,0,0,0,0,0,0,0
jg37317,2,6,60,12,16,40,54,30
jg35434,83,147,195,189,78,210,206,103
jg4318,0,0,0,1,1,1,4,9
jg6711,253,402,538,556,257,482,334,396
jg27110,0,0,0,0,0,0,0,0
jg15966,5,13,8,12,10,4,9,5
jg24344,8,96,9,2,17,5,9,11
jg15774,2,29,9,6,0,3,9,6
jg34712,0,0,10,0,0,0,0,0
jg17480,0,0,0,0,0,0,0,0
jg1321,3,14,30,23,7,6,16,3
jg9345,0,0,0,0,0,0,0,0
jg22078,9,19,2,7,2,4,0,3
jg32662,27,161,13,26,41,0,8,17
jg4861,0,0,1,0,0,0,0,0
jg24494,0,0,0,1,2,0,1,0
jg8896,15404,28552,6580,9379,9269,10,14931,14078
jg6530,841,1437,12268,8823,1389,6522,3491,5785
jg16078,0,0,0,0,0,0,0,0
jg33337,0,0,0,0,0,0,0,0
jg26291,0,0,328,230,84,18,167,91
jg3960,136,267,179,245,145,219,193,255
jg22095,0,0,0,0,0,5,0,0
jg33173,176,168,16,99,49,0,77,50
jg24499,140,116,473,278,112,329,239,365
jg8989,0,0,1,2,1,3,3,1
jg28561,891,1192,1367,978,830,1796,966,990
jg17688,605,1525,383,898,749,20,1156,967
jg2720,4038,7775,3654,4601,3745,1088,5563,5491
jg19395,9,46,13,39,8,21,46,29
jg33524,421,1079,852,827,422,648,594,816
jg33379,1,0,0,37,201,2,0,67
jg26976,20,50,43,46,35,22,40,42
jg16522,1290,2876,663,2083,1735,12,2287,2199
jg36204,210,433,135,113,518,145,213,268
jg10104,617,715,855,699,1242,1946,2005,192
jg33823,0,0,3,2,6,0,5,0
jg27796,0,7,0,10,1,0,11,4
jg17252,4,0,1,3,3,0,6,7
jg20827,0,0,0,0,0,0,0,0
jg17607,0,1,0,0,0,0,0,0
jg18487,6,23,0,2,0,0,3,12
jg2674,0,0,0,0,0,0,0,0
jg16504,918,2257,1740,4343,3423,8,3132,2480
jg7753,0,0,0,0,0,0,0,0
jg15456,0,0,0,0,0,0,0,0
jg12114,2,0,0,1,0,0,2,1
jg24994,15,12,15,28,5,49,14,2
jg27321,744,331,164,467,286,8,468,377
jg9546,3,4,2,1,2,0,2,0
jg13018,348,886,96,82,543,913,1121,523
jg4836,2139,3716,1418,2190,1619,570,2262,2492
jg4348,215,452,212,178,159,182,311,369
jg9199,6,7,5,2,0,1,1,3
jg32245,0,0,0,0,0,0,0,0
jg26871,80,93,243,248,294,399,302,135
jg31837,0,0,0,0,0,3,0,0
jg17569,0,0,0,0,0,0,0,2
jg2132,22,82,28,21,31,19,34,45
jg35483,20498,33940,7435,12499,12330,8,18561,18146
jg24048,41,58,4,9,12,1,5,9
jg27790,4,3,0,0,5,3,16,1
jg14551,280,697,302,332,236,285,337,429
14100_g,0,0,0,0,0,0,0,0
jg1477,11476,16812,4142,8403,8140,5,14437,15030
jg16754,0,0,0,0,0,1,0,1
jg8916,11,19,9,2,18,12,1,19
jg15037,2,0,0,0,0,0,0,0
jg24275,10,15,16,43,135,25,16,23
jg30725,0,1,0,0,3,0,0,0
jg5806,0,0,0,0,0,0,0,0
jg14376,0,0,1,0,0,2,3,0
jg2897,1,0,2,10,3,0,7,3
jg6276,1,1,4,1,0,1,1,0
jg24400,0,0,0,0,0,2,1,0
jg35287,426,661,1383,1234,1298,1228,1229,1474
jg7843,1,0,0,6,0,0,0,0
jg19244,3,3,0,5,0,1,4,18
jg18916,17,68,24,60,33,2,47,75
jg20586,0,0,0,0,0,0,2,0
jg14030,5,2,9,6,7,1,6,13
jg5876,0,0,0,0,0,0,0,0
jg6902,2,2,0,1,0,2,1,0
jg24255,2,14,0,1,6,0,2,5
jg18194,17,8,12,3,10,4,11,15
jg18432,8971,13432,12,15,23,20,13,16
jg35254,1339,2091,2814,1955,451,2541,945,1899
jg6635,532,1393,1095,1519,1013,409,1676,1603
jg19922,10,18,9,11,16,20,6,5
jg7188,7,3,10,9,11,3,31,5
m1-g12404,0,0,0,0,0,0,0,0
jg9584,5,11,8,20,32,2,36,31
jg29884,0,5,0,0,1,0,0,0
jg12564,2,9,1,0,7,0,4,10
jg21474,0,0,0,0,0,0,0,0
jg35599,11,43,1,4,0,2,1,4
jg37374,16891,26330,3997,3485,4110,4003,7156,6612
jg17082,0,0,1,0,0,0,0,0
jg2254,247,318,127,238,237,0,367,334
32814_g,0,22,3,9,4,9,8,6
jg34697,95,189,161,363,133,22,319,300
jg26402,29,3,15,11,13,13,9,9
jg4247,0,0,0,0,0,0,0,0
jg17274,2,2,0,0,0,0,0,0
jg16446,1,1,3,5,5,5,7,8
jg19867,242,311,293,354,226,462,364,335
jg7435,2,4,3,6,2,4,9,7
jg12748,75,96,620,441,164,724,276,430
jg13723,0,0,0,0,0,0,0,0
jg13711,0,0,0,0,0,0,0,0
jg22314,1,0,1,0,4,0,0,1
m1-g18032,0,0,1,0,0,0,0,2
jg679,3,11,6,2,9,1,4,6
jg25177,160,365,282,424,264,254,303,245
jg33771,10,16,3,6,11,0,5,4
jg1656,0,0,0,0,0,0,0,0
jg23638,0,1,24,6,5,12,9,2
jg18421,9,19,8,12,10,13,14,15
jg31657,0,0,1,2,1,2,1,2
jg27421,49,113,89,86,69,191,73,7
jg24985,6,1,71,80,102,6,143,85
jg12113,0,0,0,0,0,0,0,0
jg24168,0,3,0,0,0,0,0,0
jg22771,0,1,0,0,0,0,0,0
jg29787,253,595,295,553,381,67,632,530
jg6472,62,53,32,26,8,22,21,25
jg25789,294,565,355,438,302,374,385,533
jg33322,0,6,0,1,0,0,0,0
jg28737,0,0,0,0,0,0,0,0
jg24550,0,0,0,0,0,0,0,0
jg6240,97850,191447,43505,68573,62355,42,94840,106493
jg20896,0,0,0,0,0,0,0,0
jg36888,1,4,18,19,6,11,10,0
jg28260,4,4,1,0,0,0,0,0
jg15090,0,0,2,0,0,0,0,0
jg25781,2431,4753,3277,4671,2776,1846,5081,4171
jg37211,0,0,0,0,0,0,0,1
jg16056,2,109,11,24,30,6,36,25
jg17656,18,42,63,52,45,87,52,51
jg26388,500,823,56,58,31,60,50,47
jg25746,786,715,756,1050,1080,45,1067,1707
jg1735,0,3,11,2,5,0,4,5
jg31626,161,499,186,508,278,35,536,524
jg36578,0,0,0,1,0,0,1,0
jg10348,0,0,3,0,0,0,0,0
jg37459,28,55,10,62,22,6,35,41
jg23678,5,11,0,0,4,1,6,1
jg35389,212,607,680,1130,605,189,1026,840
jg1116,0,0,0,0,0,0,0,0
jg16532,3,2,3,4,5,2,8,7
jg15312,69,111,1500,1904,397,1353,371,3134
jg15008,367,371,465,344,162,480,409,381
jg17637,27,87,2,3,8,6,1,8
jg33865,0,0,0,4,0,0,0,0
jg3453,12,35,12,11,14,8,16,18
jg7190,70,23,1,0,2,7,6,2
jg33518,0,0,1,0,0,0,0,0
jg25268,0,0,0,0,0,0,0,0
jg29685,0,0,0,0,0,0,0,0
jg23539,0,0,0,10,1,0,2,6
jg4832,270,629,394,417,302,313,357,464
jg24684,5,1,1,2,2,1,4,3
jg9999,4,22,12,52,2,1,16,7
jg3431,137,369,33,16,80,119,87,72
jg24878,202,509,389,436,314,261,562,601
jg214,17542,19712,87757,44404,36718,50462,57731,12624
jg10448,49,7,4,1,4,1,4,7
jg3948,0,0,2,2,0,1,0,2
jg10305,9,29,2,2,5,0,2,0
jg28555,3,14,6,3,1,7,3,8
jg31709,0,0,0,0,0,0,0,0
jg31476,0,0,0,0,0,0,0,2
jg32171,0,21,0,0,1,0,3,0
jg9761,11,15,4,49,20,2,11,59
jg19753,1074,1785,529,987,536,8,819,930
jg15430,111,244,73,166,133,1,173,167
jg6503,291,173,91,96,164,502,116,188
jg14412,0,0,0,0,0,0,0,0
jg25811,0,0,0,0,0,0,0,0
jg25269,34,36,50,153,39,10,124,139
jg21724,245,659,544,879,347,482,547,640
jg6203,0,1,0,0,0,0,0,0
jg14266,0,2,5,7,0,3,3,1
jg19670,0,4,0,0,0,0,0,0
jg2713,1174,2630,1103,2154,2156,67,2762,2996
jg8985,0,0,0,0,0,0,0,0
jg36902,3,3,5,3,3,0,9,3
jg14541,510,1114,1437,1283,844,878,1241,1740
jg21529,0,0,0,1,0,0,0,4
jg9437,1,0,0,0,0,1,0,1
jg37438,0,1,3,6,5,2,0,4
jg22675,38866,63868,70126,53594,37419,93823,70771,58163
jg20874,0,0,0,0,0,0,1,0
jg19647,6,14,17,35,4,3,9,21
jg86,254,433,634,708,381,1021,525,623
jg31498,36,2,0,0,39,116,88,92
28449_g,894,1724,939,1316,971,576,1341,1531
jg22150,86,157,119,166,120,5,175,161
jg9568,1124,2880,2755,2980,1758,2595,3620,2682
jg10202,0,2,0,0,3,1,0,2
jg27416,682,845,4371,2651,4240,7203,2162,2130
10480_g,0,0,0,0,0,0,0,0
jg33926,0,2,0,0,0,0,0,0
jg2660,29,37,0,1,1,0,4,3
jg33191,0,0,0,0,0,0,0,0
jg37075,0,0,0,0,0,0,0,0
9385_g,0,0,0,0,0,0,0,0
jg17593,0,0,0,0,0,0,0,0
25601_g,0,1,0,1,0,0,1,1
jg12227,530,933,559,678,445,365,651,677
jg11605,2,2,1,0,2,4,6,1
jg11424,1,6,2,1,1,4,1,15
jg21285,970,1431,546,380,499,729,696,729
jg26200,49,72,10,3,4,0,2,6
jg23884,543,1084,1307,1225,604,1119,873,1224
jg6980,0,0,0,0,0,0,0,0
jg9807,43,28,21,80,1,3,21,23
jg30895,9,15,8,11,6,3,5,2
jg15005,941,681,4438,4334,2922,5185,4841,1501
jg13506,840,1922,449,734,644,0,1002,1134
jg11058,4,4,0,2,0,1,1,0
jg26937,2,3,3,6,1,3,0,3
jg37322,0,0,4,1,2,1,1,0
jg33648,10,19,6,8,5,8,15,6
jg18745,0,0,11,7,6,17,10,3
jg28493,0,0,1,5,0,0,3,6
26933_g,0,0,0,0,0,0,0,0
jg34213,0,6,0,1,0,0,5,0
jg26423,0,0,2,0,4,1,2,13
jg29775,3995,8182,4853,4740,4126,4722,6377,8300
jg11780,3892,7932,6273,6690,4645,4817,7142,8370
jg12664,0,0,0,0,0,0,0,0
jg7411,5,20,25,20,27,31,41,38
jg15338,111,22,8,13,0,2,0,0
jg7122,0,0,0,0,0,0,0,0
jg34163,40,96,41,31,21,35,49,73
jg19659,0,1,1,1,0,0,1,0
jg8296,3,13,0,0,3,0,0,1
jg25960,212,322,382,292,152,207,247,381
jg13514,1,0,0,1,0,0,4,0
jg17997,11,87,35,30,14,11,13,22
jg14750,207,1198,1158,824,458,1464,508,400
jg45,31,33,42,23,30,20,33,36
jg16155,0,2,0,0,0,0,0,0
jg7964,0,0,0,0,0,0,0,0
jg19727,0,0,0,0,0,0,0,0
jg3379,179,262,120,472,59,1,222,353
jg37224,0,0,0,0,0,0,0,0
jg26755,0,0,0,0,0,0,0,0
jg20167,0,0,0,0,0,0,0,0
jg36696,249,849,1230,2456,1684,733,2413,2183
jg8240,0,2,2,1,0,1,0,6
28163_g,2,4,0,2,0,4,2,8
jg2153,16,32,17,30,16,16,27,86
jg24782,0,0,0,0,0,0,0,0
jg7676,16,34,17,42,49,4,39,94
jg33216,35,60,82,89,60,74,105,114
jg25145,0,0,0,0,0,0,0,0
jg3819,830,1588,476,781,637,162,875,882
jg19864,3443,6501,134,122,496,987,691,325
jg29479,0,0,0,0,0,0,0,0
jg17165,780,1560,1409,1438,762,1707,1417,1005
jg23511,20,43,69,48,38,50,52,121
jg9007,143,194,160,229,144,113,252,169
jg26714,0,0,0,0,0,0,0,0
jg7799,10231,18734,2611,1665,2409,2298,3189,2046
jg120,0,0,0,1,0,0,5,1
jg17204,0,0,0,6,0,0,0,0
jg15959,29,34,10,40,7,82,10,40
jg14162,4260,3255,7,8,8,9,5,11
jg32983,0,0,0,0,0,0,0,0
jg30948,0,0,0,0,0,0,0,0
jg22387,11,17,14689,6895,504,6685,863,17728
jg5359,90,34,40,14,35,80,6,49
jg32210,0,0,0,0,2,0,5,2
1094_g,0,0,0,0,0,0,0,0
jg7987,2,11,14,20,8,10,33,32
jg2608,0,1,0,0,0,0,0,0
jg24134,0,4,2,16,1,8,0,11
jg9332,0,0,0,0,0,0,0,0
jg23725,0,0,0,0,0,0,0,0
jg21377,775,883,38,30,48,81,97,45
jg29489,132,288,222,122,74,32,100,141
jg6165,4,21,7,12,25,3,15,12
jg26389,13,24,11,56,35,21,60,41
jg17571,0,0,0,0,0,0,0,0
jg23671,79,123,207,223,139,280,180,130
jg24194,25231,49238,11973,19324,14157,6,25191,29932
25012_g,0,0,0,0,0,0,0,0
jg1901,1,2,1,0,0,0,0,0
jg8740,488,1240,725,664,594,831,1097,668
jg28909,11,59,9,11,14,3,31,33
jg17437,106,31,41,55,38,43,56,83
jg5934,0,0,0,0,0,0,0,0
jg24603,137,164,156,246,142,152,244,237
jg33190,0,0,0,12,1,13,19,1
jg26330,34,46,100,39,94,57,80,53
jg4944,65,246,4,0,0,3,4,3
jg5979,4,0,0,0,2,0,0,0
jg3836,271,382,347,474,311,156,969,449
jg12688,1518,2632,2263,2272,1946,2558,2671,3284
jg10862,5347,6221,3656,3944,2889,4038,6680,5124
jg21791,0,8,20,32,20,8,15,75
jg26188,0,0,0,0,0,0,2,1
jg17157,27,34,5,6,10,5,59,27
jg8155,0,0,0,0,0,0,0,0
jg939,813,1443,776,1685,1224,150,1914,1918
jg20625,0,0,0,0,0,0,0,0
jg13872,0,0,0,0,0,0,0,0
jg35470,1,0,0,0,0,0,0,0
jg35328,1,4,1,4,3,0,3,0
jg11126,36763,77613,15223,26422,25861,17,36229,40474
jg16589,0,2,0,0,0,0,0,3
jg24892,175,306,353,447,262,178,470,538
jg22958,0,0,0,0,0,0,0,0
jg20295,0,0,0,0,0,0,0,0
jg23590,1686,2566,1041,1459,1105,1003,1892,1734
jg11089,0,0,0,0,0,0,0,0
jg11823,64,149,75,103,117,0,160,155
jg29346,5445,13287,2400,5755,3065,11,6109,8874
jg28329,1,13,1,4,1,2,55,8
jg14413,0,0,0,0,0,0,0,0
jg35403,0,0,0,0,0,0,0,2
jg32890,0,0,0,0,0,0,0,0
jg26624,0,0,0,0,0,0,0,0
jg13000,0,1,0,0,0,0,0,0
jg9356,564,1254,920,1297,861,765,1195,1451
jg10955,34,181,93,244,141,51,204,407
jg24729,10048,5913,194,121,1912,448,2090,387
jg2381,1731,3031,2033,2752,2048,1548,2979,3098
jg20337,0,0,0,0,0,0,0,0
jg23187,3849,8808,2690,4458,3797,8,5684,5444
1250_g,0,0,0,0,0,0,0,0
jg18986,278,583,668,803,382,925,759,178
jg200,0,0,0,0,0,0,0,0
jg15134,7,33,10,4,7,5,12,33
jg4458,5720,9461,2141,3098,3449,9,5181,4775
jg10512,0,5,0,0,1,0,0,0
24607_g,0,0,0,0,0,0,0,0
jg10299,728,947,30,35,203,43,234,43
jg20659,0,0,1,0,0,0,0,0
jg32172,6,25,7,21,15,1,31,25
jg22263,719,1550,1319,1042,752,1927,1241,997
jg19330,0,2,43,0,1,2,0,97
jg28678,40,271,53,66,57,0,92,66
jg29311,0,1,0,0,0,0,0,0
jg13154,118,127,149,146,86,51,111,146
jg37129,11,20,18,13,7,8,15,19
jg20300,0,0,0,0,0,1,0,0
jg5778,21,49,35,20,12,24,42,44
jg29932,62,194,106,88,92,151,181,153
jg26556,81,100,60,147,97,0,126,146
jg24379,13,42,2,1,0,4,2,0
jg35704,0,7,275,192,0,0,0,6
jg24152,8,3,9,12,4,0,4,22
jg28170,14,13,21,25,12,17,25,23
jg1226,7,0,1,1,1,5,0,1
jg25650,0,0,0,0,0,0,0,0
jg24097,0,0,0,0,0,0,0,0
jg2979,0,1,0,2,0,1,0,0
jg35931,11428,18861,9432,12164,8386,4729,13119,14285
11526_g,4,13,3,3,1,0,2,4
jg34291,0,0,0,0,0,0,0,0
jg35224,0,0,0,0,1,0,1,0
jg14966,0,3,0,0,0,0,1,1
jg18725,1511,2420,1052,1947,1246,444,1888,1783
jg29506,42395,77082,6186,37571,31309,94806,59694,85238
jg20982,0,0,0,0,3,0,0,1
jg2300,325,587,404,281,231,395,358,565
jg22954,0,0,0,0,0,0,0,0
jg9260,16,26,14,18,25,13,31,28
jg24215,161,869,15,15,2,6,16,10
jg33654,6,1,1,4,0,4,9,2
jg18180,0,0,0,0,0,0,0,0
jg641,3,13,2,1,2,2,4,23
jg23937,1,1,95,72,16,258,32,62
jg14418,228,413,220,430,279,40,398,415
jg30157,11,35,19,19,13,5,1,18
jg29080,164,456,312,559,333,46,721,601
jg8621,0,0,0,0,0,1,0,0
jg5130,11,45,3,14,1,14,4,10
jg6966,427,933,422,428,548,1088,882,772
jg33711,2,15,21,39,15,28,22,19
jg31365,0,0,0,1,2,0,0,1
jg35055,47,89,2,4,4,2,6,4
jg14048,1283,2916,2636,2788,1937,1633,3351,3662
jg14711,17,32,36,107,65,33,139,495
jg14306,4,2,0,1,0,0,0,0
jg9714,358,806,558,1155,390,122,655,1071
jg22513,34,220,9,21,33,9,28,51
jg27804,64,96,111,117,26,124,79,84
jg12988,84,113,137,101,131,171,164,157
m1-g29363,7,0,0,2,3,0,1,0
jg11882,20,51,20,67,30,7,38,45
jg22651,0,0,2,0,0,0,0,3
jg36235,1523,1964,9806,5558,4229,11530,8484,1267
jg11585,1,1,2,0,1,0,0,1
jg31888,0,0,0,0,0,0,0,0
jg2581,3,6,14,46,14,162,92,33
jg23801,6,9,4,4,4,0,2,2
jg1022,0,1,0,0,0,0,0,0
jg27337,2,3,5,3,1,1,6,2
m1-g2106,34,20,59,73,59,67,68,77
jg25281,9,1,5,11,4,0,12,15
jg28894,20,10,54,37,12,86,60,25
jg21888,0,4,12,5,2,9,4,1
jg18275,0,6,0,0,0,0,0,0
jg21252,0,0,0,0,0,0,0,0
jg6885,30,19,94,110,48,132,84,86
jg9140,0,0,0,0,0,0,1,0
jg37444,39,40,28,51,55,18,24,24
jg1831,922,1579,3349,3187,1782,2806,2264,2223
jg12134,92,165,146,123,53,138,89,143
jg25017,296,564,178,406,178,169,486,386
jg2706,245,736,298,622,561,51,857,634
jg25971,5,13,12,28,39,7,18,19
jg36100,2,1,2,0,0,0,3,0
jg770,0,0,0,1,1,0,0,0
jg19159,19,20,11,19,3,22,5,15
jg32090,1,0,2,5,3,0,0,4
jg12656,388,635,407,466,324,148,755,670
jg36963,1951,3605,1094,2100,1700,243,2650,2833
jg36449,440,749,154,218,108,44,238,151
30252_g,1,2,2,3,2,7,15,8
jg26467,14,22,32,19,11,9,15,15
m1-g13285,4,0,2,0,1,0,2,0
jg341,862,1034,879,1137,760,851,1104,1238
jg11849,489,595,251,487,393,9,499,529
21984_g,0,0,0,0,0,0,0,0
jg17111,0,0,0,0,1,0,0,0
jg17728,279,335,1663,977,570,982,745,400
jg24757,0,0,0,0,0,0,0,0
jg35250,143,141,156727,201953,11318,101433,27069,104030
jg11628,10,3,11,5,19,9,9,6
jg33088,0,0,0,0,0,0,0,0
jg30030,3,1,20,42,15,0,38,16
jg23428,1,12,0,0,0,0,0,1
jg18750,16,28,147,145,44,148,89,11
jg17250,0,0,14,0,6,0,3,14
jg35918,427,787,142,117,384,0,524,601
jg30645,2,1,0,0,2,0,0,0
jg20243,0,0,0,0,1,1,0,0
m1-g15031,0,0,0,0,0,0,2,0
4877_g,0,0,0,0,0,0,0,0
jg4404,5,21,5,2,4,5,3,3
jg6119,0,12,10,5,0,40,1,0
jg14581,9,64,10,16,9,0,10,10
jg3763,93,259,103,248,185,7,267,250
jg32711,20,9,48,65,47,53,69,37
jg8609,216,675,501,787,591,361,827,661
jg29024,0,0,0,0,0,0,0,0
jg1271,2,2,2,1,11,5,9,5
jg32910,308,808,837,1171,589,190,948,1334
jg21409,0,0,0,0,0,0,0,0
jg27466,0,5,26,48,16,18,4,43
jg36971,460,1422,817,1711,1140,5,1237,1830
jg13420,0,0,0,0,0,0,0,0
jg16882,235,413,1429,1061,1035,7400,2968,4190
jg11232,2406,3377,2554,2291,1528,2985,3032,2983
28083_g,0,0,0,0,0,0,0,0
jg9504,106,280,175,341,175,78,297,335
jg3711,97,112,51,51,67,41,54,75
