Gene_id,GB-12-6_S45,GB-12-5_S44,GB-12-13_S47,GB-12-15_S48,GB-18-1_S41,GB-18-2_S42,GB-18-3_S43,SB-18-8-S46
jg27728,2,1,0,1,0,0,0,2
jg4143,1551,3989,1459,3453,2791,5,3467,3871
25121_g,0,0,0,0,0,0,0,0
jg2331,12,13,58,32,83,5,17,19
jg22383,5,93,25,65,11,9,18,45
jg31924,264,201,18,11,37,2,22,4
jg33875,20,19,0,0,0,0,0,0
jg3647,4146,7889,4866,7087,4523,3002,7602,7240
jg32353,0,0,0,1,2,1,1,0
jg12452,201,138,43,62,44,59,41,94
jg28868,0,3,2,3,3,0,10,4
jg10868,2,3,7,7,3,6,7,24
jg26916,125631,220857,47101,74603,69552,39,117437,119544
jg32915,10,16,41,12,13,18,20,12
jg18447,1,0,2,9,0,4,1,2
jg15213,0,5,0,0,2,1,0,0
jg9313,1,5,0,0,0,0,0,0
jg7702,4,1,26,7,16,14,50,2
jg1343,2,1,1,2,3,1,0,3
7048_g,1,1,2,3,0,0,2,0
jg11544,287,359,459,511,415,248,498,553
jg18027,6,18,5,10,4,14,8,9
jg34782,229,315,170,234,117,55,129,277
jg3207,0,1,0,0,0,0,0,0
jg15407,0,0,0,0,0,0,0,0
jg12367,42,94,179,174,141,20,248,218
jg30107,0,0,0,0,0,0,0,0
jg6676,3,17,0,11,6,1,5,1
jg33177,0,6,5,2,1,0,7,2
jg206,0,0,11,19,11,17,15,22
jg17646,12,8,1,2,5,0,20,1
jg2513,7070,16490,4045,6656,4727,6,7135,7700
jg16983,636,1395,596,1025,720,37,1151,874
jg21025,180,190,280,395,353,66,503,536
jg26164,0,1,0,0,0,0,0,0
jg1246,0,0,0,2,0,0,4,2
jg35021,11,137,1,0,10,7,31,6
jg19704,17,31,1,3,1,2,1,8
jg7532,124,248,198,249,182,291,338,299
jg28579,4,5,6,24,5,0,1,12
jg36496,0,0,0,0,0,0,0,0
jg27893,0,2,0,1,0,0,0,0
jg11016,9132,16203,4313,6425,4076,21,6718,7610
18195_g,0,0,0,0,0,0,0,0
jg2332,5,51,41,17,32,19,11,17
jg5624,0,0,0,0,2,0,0,0
jg22465,67,153,131,132,80,121,107,98
jg12392,0,0,0,0,0,0,0,0
jg12240,0,0,0,0,0,0,0,0
jg24413,28,5,134,130,43,146,322,90
jg4780,634,1259,423,771,514,88,886,754
jg15396,1,0,6,8,4,12,8,8
jg18005,69,102,203,73,69,160,123,176
9017_g,0,0,0,0,0,0,0,0
jg27307,4,1,0,0,0,0,1,0
jg7080,572,979,643,1270,730,222,1234,1261
jg12665,16,40,36,10,15,27,43,45
jg36637,15,25,33,33,5,30,15,18
jg4894,0,0,0,0,0,0,0,0
jg16734,111,64,69,20,25,23,72,25
jg32340,1,1,0,0,3,1,0,3
jg36773,35,57,65,84,30,75,75,70
jg10072,2,6,4,0,0,36,19,0
jg28414,0,0,3,0,0,0,1,5
jg9940,68,43,0,1,1,0,4,13
jg26462,529,948,3415,3488,2235,5789,3610,1449
3832_g,0,0,0,0,0,0,0,0
jg20323,0,0,0,0,0,0,1,1
jg27375,127,232,256,293,318,195,353,350
jg20472,0,0,0,0,0,0,0,1
jg12195,0,0,0,0,0,0,4,0
jg24745,2,0,3,0,1,0,1,0
jg3294,1196,1618,1621,1119,1190,1696,1958,1552
jg25508,0,0,0,0,0,0,0,0
jg34833,4,7,134,123,77,49,174,133
jg5288,41,45,27,14,31,29,32,27
jg22635,108,230,34,81,85,1,95,99
jg32852,525,1015,479,851,646,123,884,907
jg34426,0,0,0,2,0,2,1,3
jg24647,0,0,0,0,0,0,0,0
jg11661,1738,2205,1495,1575,1561,2933,1700,2369
jg36289,0,0,0,0,0,0,0,0
jg26948,5,5,2,0,0,0,2,1
jg22650,0,1,0,1,0,0,0,0
jg34161,0,0,5,3,1,0,0,4
jg30550,0,0,4,13,0,0,2,8
jg18489,93,132,181,102,45,140,100,126
jg2235,5,4,0,5,4,0,0,0
jg20413,0,0,0,0,3,0,1,0
jg9224,0,4,6,12,0,6,4,11
jg4141,1044,1370,1735,1282,1053,2029,1867,1652
21356_g,0,0,0,0,0,0,0,0
jg16957,7,8,1,0,1,0,0,0
jg17381,2538,5687,2874,4866,3173,1026,5136,4864
jg3171,0,0,0,0,1,0,0,3
jg8059,5,13,87,74,51,52,42,108
jg20044,0,0,0,0,0,0,0,0
jg336,0,0,0,0,0,0,0,3
jg11604,544,1319,359,314,278,523,553,155
jg29573,0,0,1,0,6,0,0,0
jg12949,0,1,0,0,0,0,0,0
jg7027,3981,5349,5577,4737,3774,5719,5542,6671
jg36107,0,0,0,0,0,0,0,0
jg800,7,18,20,30,15,17,20,23
jg18523,3,3,2,5,2,1,2,10
jg17015,0,0,0,0,0,0,0,0
jg8375,2,6,7,6,0,6,10,5
jg18289,69,28,3,8,0,1,1,0
jg4975,53,158,425,394,210,514,466,265
jg32517,4,14,36,121,47,0,69,48
jg3728,0,0,0,0,0,0,0,0
jg28571,473,1260,846,1173,817,482,1233,1372
jg18343,0,0,0,0,0,0,0,0
jg7923,101,89,487,153,73,92,51,88
jg12167,0,1,3,6,0,2,5,0
jg27046,320,535,822,795,760,1265,753,853
jg8315,50,64,18,0,8,73,9,17
jg24287,206,510,359,507,366,278,558,603
jg8869,7,17,3,1,3,2,4,0
jg32837,446,559,242,292,225,77,547,298
jg30192,10523,15132,12965,10171,7386,13905,13343,13211
jg1435,0,0,10,5,2,2,5,12
jg35949,793,231,36,100,50,29,107,80
jg21064,36,21,24,27,16,30,20,40
jg18043,4,8,2,4,3,6,2,0
jg10181,0,1,6,10,3,13,11,9
jg9375,5980,12688,5438,7636,5661,2512,8856,10141
jg19589,26,16,54,54,90,13,103,70
jg20203,0,0,0,0,0,0,0,0
jg10948,250,300,197,315,162,167,298,240
jg28150,0,0,0,0,0,1,0,0
4474_g,23,27,25,32,16,23,29,28
jg20411,0,0,0,0,0,0,0,0
jg21874,76,195,327,332,203,640,329,154
jg21619,8,0,0,3,0,2,2,0
jg36013,0,0,0,0,0,0,0,2
jg18392,267,431,186,569,266,10,531,341
jg10417,1562,1852,1145,1804,1200,937,1642,2128
m1-g16067,9,2,1,18,0,1,25,0
jg34733,128,165,368,232,95,296,153,253
jg34077,0,2,3,1,3,0,1,5
jg7060,2,0,0,0,0,0,0,0
jg31598,26,71,101,80,30,129,90,80
jg30652,0,0,0,0,0,0,0,0
jg15118,3,0,0,8,0,0,2,1
jg1557,7,25,319,241,23,113,39,109
jg16555,4660,11557,4226,9700,7333,112,11411,9416
jg22565,0,0,0,0,0,0,0,0
jg14183,94,229,97,171,88,6,129,139
jg32718,0,4,1,0,0,0,0,0
jg1708,0,0,0,0,0,0,0,0
jg20069,0,0,0,0,0,0,0,0
jg10949,0,0,0,0,0,0,0,0
jg21461,18,36,115,33,8,84,23,202
jg37052,3,0,0,0,3,2,5,5
jg31024,0,0,2,0,0,0,0,5
jg15261,37,15,1,17,5,0,18,1
jg2260,29,167,7,16,20,1,12,4
jg7083,0,0,0,0,0,0,0,0
jg15846,0,0,0,0,0,0,0,0
jg1158,487,689,53,42,859,123,250,131
jg16647,0,2,0,0,1,0,1,1
jg5068,283,920,273,228,452,1510,461,59
jg23152,1499,2661,1502,2167,1652,1076,2446,2618
jg13312,0,0,0,0,0,0,0,0
jg11987,81,142,1175,1296,651,1248,725,1273
jg27474,6,15,0,10,8,0,6,3
jg6780,4,9,4,8,10,3,1,9
jg28410,3,3,0,0,0,0,1,1
jg10560,0,0,0,0,0,0,0,0
jg27498,0,2,0,0,1,0,0,1
jg15946,82,258,122,76,79,151,115,151
jg34792,2,40,0,0,0,0,0,1
jg23652,9,17,1,8,3,2,8,4
jg28056,147,212,293,206,84,240,141,222
jg16899,44,97,47,65,63,9,57,70
jg34485,114,194,742,879,6953,10132,7317,7261
jg33478,0,0,0,0,0,0,1,0
jg21584,0,0,0,0,0,0,0,0
jg37257,0,0,0,0,0,0,1,0
jg11011,24,32,29,29,22,99,16,95
jg21572,3,780,67,8,7,2,71,26
9747_g,0,0,0,0,0,0,0,0
jg16942,0,0,0,0,0,0,1,1
jg23383,0,3,6,7,2,9,10,10
jg17994,5083,3131,2018,3905,3536,1,5579,5710
jg19692,0,1,0,0,1,3,2,10
jg20686,0,0,0,0,0,0,0,0
jg12153,0,0,0,0,0,0,0,0
jg32087,5,5,2,2,0,0,3,5
jg3531,44,42,3,1,0,0,1,4
jg1133,0,0,0,3,4,1,3,3
jg23982,0,0,1,0,0,0,1,0
jg6973,0,0,0,0,0,0,0,0
jg11690,427,793,473,581,320,566,553,512
jg25412,11,89,94,106,335,316,526,141
jg19168,68,274,99,106,99,45,147,143
16510_g,0,0,0,1,0,0,0,0
jg1336,0,6,329,5,5,299,316,5
jg7198,665,1406,657,694,670,490,913,961
jg6250,141,251,306,307,272,235,397,383
jg14265,0,3,21,8,0,1,0,2
jg13452,0,0,4,1,0,0,0,0
jg21447,173,389,25,26,4,0,30,100
jg24636,0,0,0,0,0,0,0,1
jg8267,0,0,0,0,5,0,10,7
jg28240,0,0,0,0,0,0,0,0
jg25030,0,0,0,0,0,0,0,0
jg13640,328,331,750,299,82,579,554,411
jg31524,3,7,34,47,29,10,35,39
jg15108,0,0,0,0,0,0,0,0
jg7133,0,0,0,0,0,0,0,0
jg1099,0,1,0,0,6,3,10,3
jg15169,7,9,9,12,1,2,12,12
jg6560,231,221,19,2,2,170,20,0
jg12222,7,9,11,19,1,12,10,6
jg20503,0,0,0,0,0,0,0,0
jg36860,398,671,207,299,355,220,122,625
jg5834,0,0,0,0,0,0,0,0
jg19948,484,800,288,251,580,297,679,370
jg32292,18,148,29,42,36,34,111,58
jg36349,0,1,0,2,0,1,0,0
jg20276,0,0,0,0,0,0,0,0
jg37580,2,0,1,3,0,1,3,0
7875_g,0,0,0,0,0,0,0,0
jg20308,0,0,0,0,0,0,1,0
jg29422,1526,4523,1775,3246,2159,327,2935,3201
jg8119,2,0,1,1,2,4,3,0
12829_g,0,0,0,0,0,0,0,0
jg29675,0,0,0,0,0,0,0,2
jg35783,23,10,47,56,45,20,20,45
jg15861,173,932,175,185,94,18,159,141
jg31734,0,0,0,0,2,0,0,1
jg31906,15,22,49,25,19,44,13,25
jg25489,40,54,20,19,42,24,24,40
jg23113,73,136,248,169,89,171,75,22
jg34335,0,0,0,0,0,0,0,0
jg19496,0,0,0,0,0,0,0,0
jg24919,0,0,0,0,0,0,0,0
jg18403,6048,15663,5174,10584,6774,33,10080,12051
jg23570,10,21,8,13,19,4,10,19
jg15621,17,20,26,11,11,4,22,9
jg14775,5029,8518,2066,2307,2601,1,3973,5079
jg4583,33,93,11,26,11,5,31,12
9700_g,0,0,0,0,0,0,0,0
jg30093,24,83,76,93,67,38,131,103
jg2722,0,0,0,0,2,0,0,3
jg2648,7,12,7,5,18,5,14,25
jg21089,0,0,0,0,0,1,0,0
jg26052,0,0,0,0,0,0,0,1
jg9753,0,0,0,0,0,0,0,2
jg150,0,0,0,0,0,0,0,0
jg20314,0,0,0,0,0,0,0,0
jg19909,2515,4257,1644,1112,2151,3022,3126,1691
jg22106,1151,2326,951,1767,1174,139,2086,1972
jg31673,0,1,0,1,0,1,0,0
jg33894,81,179,541,165,120,325,224,50
jg5183,3,0,0,0,0,3,2,0
jg15147,0,0,0,0,0,1,0,0
jg25914,0,0,36,9,7,37,6,29
jg14539,640,797,2065,2052,1185,2620,1535,780
jg15127,0,0,0,0,0,0,0,0
jg18394,678,936,1339,1306,1163,1157,1507,1671
jg11945,16,7,95,30,77,89,42,67
jg1625,0,0,0,0,0,0,0,0
jg15014,0,1,0,0,0,0,1,65
jg1216,47,174,28,21,14,12,32,42
jg8096,1,5,1,0,0,0,0,1
jg11375,54,77,26,61,43,24,71,43
jg26478,144,332,134,292,80,10,124,408
m1-g7187,8,18,38,41,19,7,39,41
jg20329,0,0,0,3,0,2,0,0
jg23424,75,203,137,132,101,37,133,137
jg18006,17,19,94,21,26,90,48,52
jg409,0,3,3,0,5,5,6,6
jg20016,0,0,0,0,0,0,3,0
jg23203,104,156,128,158,84,228,148,165
jg10768,186,285,333,244,208,240,375,489
jg28852,0,1,1,3,0,0,5,2
jg3256,3,0,0,0,0,1,3,0
jg30624,6,35,8,10,7,1,14,4
jg16904,0,0,0,0,0,0,0,0
jg24377,1,12,5,14,6,1,4,9
jg8151,87,152,125,110,63,74,103,66
jg21274,146,352,137,330,157,125,279,268
jg2704,0,8,0,1,0,0,0,0
jg17420,2,11,0,0,4,5,4,14
jg31939,79,141,208,281,153,125,265,255
jg27834,30,46,38,37,30,16,39,59
jg10012,66,30,19,30,20,2,43,15
jg30771,0,0,1,1,0,1,3,0
jg20029,0,0,0,0,0,5,0,0
jg32553,0,0,0,0,0,0,0,0
jg36986,2,10,24,19,5,3,8,16
jg10809,1060,950,1185,965,517,983,831,966
jg24092,42,83,24,9,11,5,12,36
jg20255,0,0,0,0,0,0,1,0
jg26280,0,0,0,0,0,0,0,0
jg13540,0,0,0,0,0,0,0,1
10320_g,0,0,0,0,0,0,0,0
jg20645,0,0,4,9,5,5,1,21
jg3619,0,3,0,0,1,1,0,0
jg36828,18,64,22,8,66,105,111,27
jg21317,72,78,67,45,26,68,41,86
jg28850,25,28,20,120,23,1,47,45
jg1714,470,1068,383,758,543,56,932,764
jg37004,2,16,37,32,15,20,33,41
jg2469,469,1002,20,21,372,238,515,110
jg30627,0,1,1,0,1,5,1,0
jg33437,0,0,0,0,0,0,0,0
jg3971,37,61,116,75,55,119,79,139
jg27665,26,27,27,68,52,10,50,80
jg9355,187,340,291,373,382,443,444,388
jg2473,466,937,547,1041,871,60,1076,1105
jg18895,1,2,0,41,1,0,3,18
jg5046,6,6,6,2,3,3,1,1
jg17926,1,1,1,6,0,2,0,0
jg35246,0,1,0,0,0,0,0,0
jg17921,24,119,64,69,44,130,65,48
jg24428,13,31,19,14,1,24,2,39
jg20224,0,0,1,0,0,1,0,0
jg3505,1,7,0,0,0,0,1,0
jg26224,10,123,12,17,7,0,9,27
jg30957,2,0,0,0,0,2,7,0
jg6588,62,179,108,297,189,20,326,196
jg8094,647,945,1316,1129,595,793,1177,2640
jg36709,0,4,0,0,0,0,0,0
jg10308,678,988,2647,1939,2010,2234,2156,954
jg8903,5,1,0,1,0,0,0,0
jg37333,9,29,25,10,4,10,25,29
jg17046,0,0,0,0,1,0,0,0
jg3525,0,2,0,3,1,1,0,2
jg4635,55966,105187,23887,36889,34804,20,55211,61101
jg24082,249972,410334,122945,209952,122992,95,201775,232628
7181_g,0,0,0,0,0,0,0,0
jg3865,0,0,0,0,0,0,0,0
jg31175,0,0,0,0,0,0,3,0
jg34366,0,28,3,1,5,0,4,1
jg31846,32,22,6,13,2,0,5,9
jg35985,3931,7242,2808,5276,3471,51,5744,5503
jg6068,1,2,11,5,4,9,7,7
jg10691,1,32,11,9,4,7,15,10
jg33552,0,0,0,0,0,0,0,0
jg32367,24,21,36,35,17,22,43,64
jg6425,0,0,0,0,0,0,0,0
jg24315,184,556,434,250,209,273,442,393
22988_g,1,13,12,8,6,4,5,14
jg18362,119354,204019,128617,121515,94336,151028,162183,126925
jg11207,5,1,1,0,1,6,11,4
jg9114,0,10,3,1,0,13,2,12
jg30555,0,0,0,2,1,0,1,1
jg32902,0,2,0,0,0,0,0,0
jg33913,13,14,9,30,4,14,32,56
jg18557,8593,14993,54,310,148,646,122,287
jg33767,29,59,6,3,10,0,22,5
jg25222,22,40,35,67,57,3,60,62
35100_g,5,15,1,0,2,0,11,6
jg11086,0,0,0,0,0,0,0,0
jg23375,79,223,95,88,77,188,79,93
jg7392,1127,2112,2719,2283,1915,2666,2779,2047
jg14537,8917,17052,13913,15288,10196,12881,16467,14945
m1-g37349,0,0,0,0,0,0,0,0
jg24887,0,2,6,0,0,2,0,0
jg5761,33,24,21,20,18,19,1,19
jg20998,168,784,449,435,338,339,525,643
jg22539,349,495,281,311,217,241,342,370
jg34063,128,286,1,53,36,9,0,78
jg21099,0,0,0,0,0,0,0,0
jg23263,596,1097,408,395,482,603,849,615
jg30635,0,0,0,0,0,2,2,0
jg6543,2290,3736,65,53,379,44,557,43
jg2556,74,106,40,12,1,12,1,4
jg9253,226,348,100,193,161,1,267,305
jg2814,18,63,14,0,0,7,0,0
jg22331,0,1,0,2,4,2,0,3
jg31921,0,0,0,0,0,0,0,0
jg24715,657,1312,1412,1229,1112,1340,1187,1541
jg9435,0,11,6,1,4,0,8,5
jg23216,0,24,3,5,5,0,2,0
jg13460,8382,14107,3282,5562,4690,1,6872,9201
jg11610,1,0,0,0,0,0,0,0
jg19314,0,0,0,0,0,0,0,0
jg16777,1,0,0,0,0,2,0,0
jg33781,175,365,352,303,169,287,336,325
jg6145,0,0,0,0,1,0,0,1
jg21607,0,0,0,0,0,0,0,0
35779_g,0,0,0,0,0,0,0,0
jg27947,12538,15838,19225,13518,7175,22368,16301,21487
m1-g30015,0,4,0,0,2,2,0,0
jg21802,2634,4803,1081,2262,1800,0,2152,2516
jg15190,0,0,13,22,0,9,11,12
jg13017,10840,19189,3416,6599,5692,5,7120,10017
jg2376,785,1914,1155,2014,1550,853,2584,2293
jg4073,505,842,1330,1225,713,1095,932,1477
jg23899,16,21,153,104,30,140,88,113
jg17690,1,0,3,3,2,13,1,0
jg512,7,106,256,194,70,311,158,81
jg21545,0,11,5,6,2,2,6,6
jg1189,334,759,1123,1080,457,699,1375,934
jg2759,58,56,260,110,16,104,81,99
jg19276,0,0,0,0,0,0,0,0
jg7086,6,18,0,0,3,0,0,0
jg6679,2950,5364,4757,4812,2867,7786,5407,3815
jg37539,0,0,0,0,0,0,0,0
jg8473,541,653,653,585,328,666,404,701
jg23662,53,166,3533,2068,749,2099,2123,983
jg2719,0,0,0,0,0,0,0,3
jg11211,1151,5546,17254,14176,2427,10464,7717,11164
jg18913,27576,46247,10352,16405,17562,9,26348,26353
jg17565,0,0,0,0,0,0,0,0
jg7900,1324,2576,755,1603,1318,114,2094,1612
jg4740,788,1412,1225,1191,861,1908,1521,1418
jg27047,88,169,165,118,130,219,195,162
jg37181,247,436,412,540,237,231,464,288
jg33936,510,1022,463,790,486,205,805,903
jg29245,49,174,118,81,90,90,102,55
jg31436,8,5,23,11,8,11,20,8
jg19985,844,658,2929,2047,1302,3906,2337,1084
jg34746,1,0,1,0,0,0,0,1
jg21171,0,0,0,0,0,0,0,0
jg15628,297,242,663,381,229,604,545,595
jg31613,0,0,1,1,0,1,0,0
jg25035,0,0,0,0,0,0,0,0
jg10424,798,1459,2900,2292,1043,2232,1439,2228
jg21712,0,0,0,0,0,0,0,0
jg34015,20,13,512,467,232,146,578,880
jg25733,1215,2681,567,644,653,0,555,820
jg30128,0,0,0,0,0,0,0,0
jg7696,751,864,267,282,188,165,276,321
jg23869,0,0,0,0,0,0,0,0
jg8885,0,0,0,0,0,0,0,0
jg16293,441,1238,818,1436,1001,395,1538,1467
jg26658,0,0,0,0,0,0,0,0
jg34278,4,2,6,3,1,2,3,17
jg3970,0,1,1,1,0,5,0,0
jg5355,0,27,2,2,0,0,0,1
jg1984,1,3,3,1,0,1,0,2
jg8817,14,29,100,55,65,149,63,89
jg21870,79825,128965,32385,45823,42832,27,63749,67312
jg18806,11,13,43,9,10,22,30,29
jg37216,20403,40170,9189,12335,9711,8,14440,17441
jg23283,7,53,216,394,133,15,459,168
jg24179,0,0,0,1,1,0,3,0
jg2420,1,3,1,16,1,0,3,2
jg19106,0,0,0,1,0,0,0,1
jg26182,177,413,606,586,1126,200,698,1434
jg16958,0,2,0,0,0,0,0,0
jg15832,17,29,57,58,38,43,49,38
jg21671,18,5,6,9,1,3,12,4
jg17539,14,10,3,0,2,3,1,10
jg929,18,18,3,2,6,0,5,5
jg14426,2144,4321,3175,4534,2938,1896,4993,5466
jg16506,21,20,351,303,24,0,12,12
jg5256,0,2,1,0,0,0,3,0
jg17234,122,370,197,367,896,581,885,64
jg36150,3,8,2,11,3,0,12,15
jg5274,5475,10793,4353,7198,5734,704,9892,9563
34445_g,0,0,0,0,0,0,0,0
jg16016,2890,5014,3145,3856,3335,2977,5073,4066
jg4859,0,0,0,0,0,0,0,0
2600_g,0,0,0,0,0,0,0,0
jg23276,76,122,43,62,54,88,67,113
jg29190,0,1,0,0,3,0,1,2
jg9196,3,10,3,4,0,1,4,4
jg3610,11,35,3,0,22,9,28,5
jg14397,0,1,15,19,34,79,40,27
jg31872,1,0,0,0,0,0,0,0
jg460,33,37,30,39,26,16,31,26
jg4739,349,1048,573,654,373,616,768,1001
jg20803,0,0,0,0,0,0,0,0
jg33511,1,0,7,5,0,0,5,10
jg603,34,64,110,87,46,161,69,70
jg11076,0,3,0,0,0,0,0,0
jg21451,26,9,4,4,1,0,3,5
jg6164,6,10,1,0,1,3,3,10
jg31470,1,0,3,9,3,0,6,5
jg36138,997,1292,1967,917,1245,1523,852,355
jg24095,377,915,626,875,522,453,698,1255
jg36875,484,833,401,411,153,196,355,221
jg9219,0,18,3,27,7,13,10,7
jg35524,13,49,7,15,9,0,12,31
jg18310,0,0,0,0,0,0,1,0
jg23919,3,15,2,8,3,1,2,5
jg7224,0,0,0,0,0,0,0,0
658_g,0,0,0,0,0,0,0,0
jg18199,6,4,4,6,2,4,9,4
jg36487,0,0,0,0,0,0,0,0
jg10148,763,1517,1062,1273,1219,1045,1642,1560
jg15779,17,236,80,99,98,11,138,81
16825_g,0,0,0,0,0,0,0,0
jg26204,12,18,6,18,15,7,10,19
jg8374,3,1,7,5,3,2,9,4
jg6213,0,1,0,0,0,0,0,0
jg33142,0,4,2,0,0,0,0,2
jg12499,33,53,19,19,9,0,13,18
jg21340,0,1,0,0,0,0,0,0
jg12470,394,436,225,263,293,269,366,326
jg14819,0,0,1,1,0,2,0,0
jg602,0,0,2,0,0,9,0,5
jg9560,0,0,0,0,0,0,0,1
jg21707,111,154,6,6,13,9,10,3
jg10830,0,1,0,0,0,0,0,0
jg25374,768,2056,908,1213,688,436,1158,1299
jg30233,0,3,0,0,4,0,0,1
jg15794,0,0,0,0,0,0,0,0
jg6493,0,0,0,0,0,0,0,0
jg2958,3,4,3,6,1,0,3,5
jg2830,0,0,0,0,0,0,0,0
jg2955,0,0,0,0,0,0,0,0
jg9879,403,765,793,775,445,628,750,894
jg26882,0,0,0,0,0,0,0,0
jg30036,2191,4066,3872,3188,1931,5515,3605,3375
jg35003,12,9,8,15,15,1,13,25
jg22845,0,0,0,0,0,0,0,0
jg17953,67,116,24,74,58,10,93,86
jg16484,207,242,115,88,54,56,87,88
jg18669,198,628,427,749,527,263,625,690
jg21627,0,2,0,0,0,0,0,0
jg2649,1029,1609,678,1019,816,522,1186,1285
jg24329,0,3,0,4,10,0,6,11
jg29632,0,0,225,2,0,201,200,207
jg33657,0,2,4,15,0,0,0,5
jg9416,6,3,130,226,94,1,15,276
jg13954,1982,6037,1658,3950,3453,2,3666,5666
jg22811,0,0,0,1,0,0,0,0
jg19750,114,284,82,80,63,102,77,108
jg18762,1186,2265,2226,1675,1173,1764,2158,2033
jg36015,3,5,2,8,3,1,4,4
jg18966,0,0,0,0,0,0,0,0
jg22289,6114,10088,3120,4854,4809,1,7559,8726
jg19223,0,0,0,0,0,0,0,2
37853_g,0,0,0,0,0,0,0,0
jg96,0,0,0,0,0,0,0,0
jg31282,1,0,0,1,0,6,0,0
jg22115,111,267,127,189,272,520,394,129
jg6821,0,0,1,3,0,0,2,0
jg7035,0,0,0,0,0,0,0,0
jg5057,0,5,4,1,4,0,11,9
jg30823,0,1,0,0,0,0,0,0
jg12617,1325,4106,432,656,527,0,976,1198
jg18858,0,0,0,0,0,0,0,0
jg18452,24,3,9,10,28,4,0,7
jg36001,38,38,133,113,38,251,88,131
jg18047,0,0,0,0,1,0,1,0
jg30513,0,3,86,36,43,34,89,28
jg2526,0,0,0,0,0,0,0,0
jg13854,6,4,1,2,0,4,2,2
jg5771,9,16,44,25,14,43,39,26
jg17814,1,0,0,0,9,16,1,0
jg16907,0,0,0,0,0,0,0,0
jg24049,22,6,25,68,10,67,21,15
jg36529,0,0,0,0,0,0,0,0
jg22204,527,1063,621,978,685,198,996,996
jg6302,2468,5003,1635,2525,1869,443,2574,2725
jg31756,0,7,3,4,2,6,3,0
jg33660,383,782,371,591,394,83,659,674
jg22554,943,1924,2091,2356,1196,2799,2439,1797
jg107,0,0,0,0,0,0,0,0
jg31196,9,31,56,45,38,59,30,61
jg16414,16,30,26,39,21,19,27,21
jg27547,10540,25461,3002,3099,6087,13148,7824,9575
jg372,0,0,0,0,0,0,0,0
jg7626,13,21,4136,4456,27,188,40,969
jg22630,363,729,582,1612,461,193,1090,1024
jg22178,57,208,15,32,15,37,34,19
jg8395,0,0,0,0,0,0,0,0
21745_g,19,24,14,11,3,0,0,3
jg5368,0,8,1,1,0,1,1,1
jg15952,822,2537,944,1718,1090,746,1639,1627
jg32982,20,7,1,1,2,0,5,0
jg30281,102,275,175,366,284,20,530,397
jg35060,4,1,1,0,0,0,2,2
jg1783,24329,51099,13365,23865,17692,14,26068,30053
jg30112,152,185,48,94,32,18,67,28
jg9867,6,11,11,5,5,8,5,6
jg26863,21,15,3,1,4,2,3,3
jg28657,1517,3302,1152,1966,1599,648,2224,2178
jg24433,0,3,2,0,6,0,0,0
jg16329,235,514,631,914,509,194,541,419
jg5365,3,2,25,153,1,12,28,27
36643_g,0,0,0,0,0,0,0,0
jg32782,0,0,0,0,0,0,0,0
jg6462,6,7,3,3,1,0,7,1
jg6392,9,0,3,1,0,5,0,2
jg5795,1036,3766,2211,3419,2006,1208,2303,2407
jg17327,45,122,44,89,46,36,80,69
jg7604,0,0,0,0,0,0,0,0
jg4029,0,1,0,0,0,0,0,0
jg5664,359,798,18,9,19,22,30,19
jg10239,0,0,0,0,0,0,0,0
jg32572,0,1,16,4,5,7,0,3
jg20230,0,0,0,0,0,0,0,0
11918_g,0,0,0,0,0,0,0,0
jg199,0,0,0,1,0,1,1,0
jg13985,0,0,1,3,0,1,1,1
jg16686,35,13,0,1,18,1,22,1
jg30595,7,0,5,11,5,2,4,16
jg27190,0,0,0,0,0,0,0,0
jg8063,6,4,45,24,5,17,30,23
jg16378,0,0,1,3,2,1,3,7
jg26472,42,33,34,39,17,53,33,21
jg29948,6,38,32,20,30,37,62,43
jg12213,39,106,50,61,44,31,75,45
jg7924,0,0,0,0,0,1,3,1
jg25874,0,1,0,0,0,0,0,0
jg35064,52,3,6,0,0,1,6,5
jg24120,7,10,17,7,7,5,13,9
jg4319,10,149,92,237,144,36,139,218
jg6466,2,1,7,0,6,1,12,4
jg27698,21,30,9,23,17,4,17,22
jg13204,24,47,16,11,638,646,1123,202
jg10724,7,13,28,12,2,16,7,16
jg30711,9,22,9,10,8,19,21,14
jg30126,307,632,274,271,616,461,691,219
36332_g,0,0,0,0,0,0,0,0
jg19302,18,25,13,16,5,3,25,21
jg9266,18,307,29,62,64,6,65,38
jg37232,0,15,0,0,0,0,0,0
jg19942,5,1,0,0,0,0,5,3
jg15164,5,16,41,91,38,6,74,23
jg18110,0,0,0,7,0,0,0,8
18656_g,0,0,0,0,0,0,0,0
30469_g,0,0,0,0,0,0,0,0
jg7260,0,0,0,0,0,1,0,0
jg28890,1417,2170,1869,1962,1318,1287,1764,1601
jg35242,12266,20723,18380,15410,11488,20711,18436,24185
jg31186,0,1,0,0,0,0,1,0
jg7303,2,1,0,1,1,0,3,0
jg5394,450,963,160,882,438,137,679,315
jg22652,0,0,0,0,0,0,0,0
jg14676,0,0,0,0,0,0,0,0
jg27294,0,3,2,0,0,2,0,0
10364_g,52,43,34,25,13,38,15,38
jg29312,0,0,0,0,0,0,0,0
jg10892,2,3,1,1,0,5,0,0
jg3571,19,36,14,26,24,3,21,42
jg32273,0,1,0,0,0,2,2,0
