transcripts	GO-terms
gbgene15408	
gbgene15409	GO:0008270,GO:0007475,GO:0005201,GO:0005509,GO:0007424,GO:0031012,GO:0044719,GO:0005634,GO:0040005,GO:0008362
gbgene15410	
gbgene15411	
gbgene15412	
gbman.GBUE017968-PA.1	GO:0048666,GO:0004674,GO:0035222,GO:0007424,GO:0005524,GO:0005886,GO:0007443,GO:0008258,GO:0071363,GO:0005024,GO:0006468,GO:0048179,GO:0071333,GO:0007391,GO:0030718,GO:0048185,GO:0070724,GO:0007411,GO:0007476,GO:0042078,GO:0016362,GO:0045705,GO:0036122,GO:0060391,GO:0098821,GO:0030509,GO:0045819,GO:0045464,GO:0017002,GO:0007428,GO:0009953,GO:0043235,GO:0032924,GO:0042593,GO:1904398
gbgene15414	
gbgene15415	
gbgene15416	GO:0048278,GO:0007482,GO:0031201,GO:0048787,GO:0000149,GO:0016192,GO:0005886,GO:0012505,GO:0017157,GO:0016081,GO:0043195,GO:0005515,GO:0007349,GO:0031629,GO:0006886,GO:0007317,GO:0000281,GO:0005484,GO:0016021,GO:0006887,GO:0007269,GO:0008021,GO:0006906,GO:0007274
gbgene15417	GO:0048278,GO:0007482,GO:0031201,GO:0048787,GO:0000149,GO:0016192,GO:0005886,GO:0012505,GO:0017157,GO:0016081,GO:0043195,GO:0005515,GO:0007349,GO:0031629,GO:0006886,GO:0007317,GO:0000281,GO:0005484,GO:0016021,GO:0006887,GO:0007269,GO:0008021,GO:0006906,GO:0007274
gbgene15418	GO:0003924,GO:0051292,GO:0006886,GO:0005737,GO:0005634,GO:0032880,GO:0000212,GO:0000054,GO:0005515,GO:0006606,GO:0005938,GO:0005525,GO:1990498,GO:0006611,GO:0000132,GO:0072686,GO:0007346
gbgene15419	GO:0003924,GO:0005739,GO:0006414,GO:0005525,GO:0070125,GO:0003746
gbgene15420	GO:0005730,GO:0003726,GO:0051607,GO:0003725,GO:0005737,GO:0097157,GO:0005515,GO:1990261,GO:0070883,GO:0006396,GO:0098586,GO:0005634
gbgene15421	
gbgene15422	
gbman.GBUE017667-PA.1	GO:0005739,GO:0048078,GO:0005794,GO:0016567,GO:0007283,GO:0042981,GO:1900407,GO:0000209,GO:0005737,GO:1901526,GO:0046329,GO:0005515,GO:0008344,GO:0030382,GO:0032436,GO:0070050,GO:0005783,GO:0000422,GO:0000266,GO:0007005,GO:0055069,GO:0004842,GO:0001933,GO:0006513,GO:0010637,GO:0090141,GO:1904061,GO:0000151,GO:0061630,GO:1904457,GO:0006979,GO:0031624,GO:0006511,GO:0061734,GO:0008345,GO:1903599,GO:0051865,GO:0010821,GO:0005829,GO:0048477
gbgene15424	
gbgene15425	GO:0012505,GO:0000033,GO:0006490,GO:0004378,GO:0033577
gbgene15426	GO:0005811,GO:0030258,GO:0005794,GO:0071617,GO:0005509,GO:0005783,GO:0008654,GO:0047184
gbgene15427	GO:0005739,GO:0006574,GO:0050661,GO:0016616,GO:0051287,GO:0008442
gbman.GBUE021206-PA.1	
gbman.GBUE021205-PA.1	
gbgene15428	GO:0005730,GO:0005654,GO:0016579,GO:0042981,GO:0045824,GO:0004843,GO:0005515,GO:0035616,GO:0061578,GO:0030718,GO:0035019,GO:0070536,GO:0006511,GO:0002785,GO:0005634,GO:1901800,GO:0005829,GO:0016242,GO:0031507,GO:0004197,GO:0061060
gbgene15429	GO:1990904,GO:0005524,GO:0003724,GO:0003723,GO:0005634
gbgene15430	GO:1990904,GO:0005524,GO:0003724,GO:0003723,GO:0005634
gbgene15431	GO:0004687,GO:0004674,GO:0035331,GO:0005200,GO:0006468,GO:0097575,GO:0140660,GO:0005524,GO:0004683
gbgene15432	
gbgene15433	
gbgene15434	
gbgene15435	
gbgene15436	GO:0031290,GO:0005524,GO:0005886,GO:0005911,GO:0006468,GO:0007155,GO:0005515,GO:0048804,GO:0046982,GO:0007411,GO:0030424,GO:0017147,GO:0048803,GO:0090090,GO:0072499,GO:0016021,GO:0042803,GO:0035260,GO:0050839,GO:0004714,GO:0060828,GO:0030215
gbgene15437	
gbman.GBUE013003-PA.1	GO:0048149,GO:0005654,GO:0006355,GO:0042981,GO:0008134,GO:0005737,GO:0008340,GO:0034983,GO:1901416,GO:0005637,GO:0045747,GO:0017136,GO:0003714,GO:0070403,GO:0006476,GO:0016575,GO:0002039,GO:0033553,GO:0045892,GO:0046331,GO:0033558,GO:0035065,GO:0005634,GO:0031507,GO:2000253,GO:0032869,GO:0070932,GO:0004407
gbgene15439	
gbman.GBUE021185-PA.1	GO:0005739,GO:0008258,GO:0007494,GO:0007417,GO:0007391,GO:0005506,GO:0042767,GO:0006697,GO:0016705,GO:0020037,GO:0008362
gbgene15442	GO:0005739,GO:0007005,GO:0071456,GO:0016020
gbgene15443	GO:0000062,GO:0006631,GO:0005737
gbgene15444	GO:0031389,GO:0033314,GO:0000077,GO:0003689,GO:0006281,GO:0003682
gbgene15445	GO:0007413,GO:0031290,GO:0098609,GO:0005886,GO:0044331,GO:0005911,GO:0005515,GO:0005509,GO:0016339,GO:0045467,GO:0007156,GO:0045463,GO:0048846,GO:0048675,GO:0007411,GO:0030424,GO:0048814,GO:0050774,GO:0030425,GO:0016318,GO:0016021,GO:0042803,GO:0007412,GO:0048841,GO:0045296
gbgene15446	GO:0034620,GO:0071458,GO:0006465,GO:0016020,GO:0005783,GO:0042500,GO:0033619,GO:0071556
gbgene15447	
gbgene15448	
gbgene15449	GO:0004674,GO:1900244,GO:0045893,GO:0018105,GO:0045666,GO:0005524,GO:0004712,GO:0046777,GO:0007632,GO:0043195,GO:0045786,GO:0046622,GO:0045927,GO:0004860,GO:0003713,GO:0008355,GO:0007623,GO:0005634,GO:0007399,GO:0035331,GO:2000253,GO:0018107,GO:0045887
gbgene15450	GO:0045792,GO:0045177,GO:0014068,GO:0005887,GO:0006468,GO:0042060,GO:0005509,GO:0016339,GO:0007030,GO:0007156,GO:0033674,GO:0004713,GO:0090303,GO:0004714,GO:0005524,GO:0043235,GO:0007169
gbgene15451	
gbgene15452	
gbgene15453	
gbgene15454	GO:0047499,GO:0004620,GO:0006644,GO:0004622
gbgene15455	GO:0047499,GO:0004620,GO:0006644,GO:0004622
gbgene15456	GO:0005783,GO:1901418,GO:0016236
gbgene15457	GO:0000398,GO:0000974,GO:0071007,GO:0071011,GO:0071013,GO:0071014,GO:0003723
gbgene15458	GO:0000398,GO:0005634,GO:1901407,GO:0003729,GO:0000413,GO:0071011,GO:0071013,GO:0003723,GO:0003755
gbgene15459	GO:0034220,GO:0042391,GO:0043005,GO:0045211,GO:0005887,GO:0015464,GO:0050877,GO:0045202,GO:0007165,GO:0022848,GO:0098655,GO:0030594,GO:0005892,GO:0007268,GO:0007271
gbgene15460	GO:0034220,GO:0043005,GO:0045211,GO:0005887,GO:0050877,GO:0004888,GO:0017085,GO:0045202,GO:0007165,GO:0022848,GO:0030594,GO:0042391,GO:0007268,GO:0007271
gbgene15461	
gbgene15462	
gbgene15463	GO:0008150,GO:0003674,GO:0005575
gbgene15464	GO:0016070,GO:0003674,GO:0005634
gbgene15465	GO:0000978,GO:0030178,GO:0007155,GO:0045892,GO:0045931,GO:0006357,GO:0000792,GO:0005634,GO:0007476,GO:0000981
gbgene15466	
gbgene15467	
gbgene15468	
gbgene15469	GO:0009792,GO:0030240,GO:0051276,GO:0031594,GO:0022618,GO:0072553,GO:0007417,GO:0005737,GO:0000398,GO:0045175,GO:0072089,GO:0017145,GO:0034718,GO:0032797,GO:0002164,GO:0034730,GO:0048863,GO:0060079,GO:1990194,GO:0033962,GO:0097504,GO:0000387,GO:0032224,GO:0031674,GO:0097113,GO:0030018,GO:0015030,GO:0005634,GO:0051393,GO:0071254,GO:0008345,GO:0007528,GO:0035149,GO:0048601,GO:0003723,GO:0007274,GO:0045887
gbgene15470	GO:1903392,GO:0070373,GO:0043547,GO:0048749,GO:0042059,GO:0007480,GO:0043087,GO:0051056,GO:0005096
gbgene15471	GO:0051726,GO:0070776,GO:0010698,GO:0043966,GO:0006357
gbgene15472	GO:0007015,GO:0046847,GO:0051015,GO:0031982,GO:0000146,GO:0006886,GO:0005737,GO:0098858,GO:0015629,GO:0005515,GO:0007391,GO:0007165,GO:0030050,GO:0005524,GO:0016459,GO:0030175,GO:0043025
gbgene15473	GO:0008270,GO:0035195,GO:2000624,GO:0003677,GO:0005737,GO:0035194,GO:0000184,GO:0032508,GO:0071598,GO:0071456,GO:1990124,GO:0005524,GO:0003724,GO:0016887,GO:0003723,GO:0036121
gbgene15474	GO:0060170,GO:0003674,GO:0005794,GO:0045879
gbgene15475	GO:0005739,GO:0005654,GO:0005737,GO:0004602,GO:0005254,GO:0005509,GO:0005829,GO:0016020,GO:0097305,GO:0006821,GO:0008289,GO:0048060,GO:0016324
gbgene15476	GO:0004843,GO:0007399,GO:0016579,GO:0005737,GO:0006511
gbgene15477	GO:0000978,GO:0009653,GO:0030154,GO:0006357,GO:0000981
gbgene15478	GO:0006508,GO:0004252
gbgene15479	GO:0006508,GO:0004252
gbgene15480	GO:0052689
gbgene15481	
gbgene15482	
gbgene15483	
gbgene15484	
gbgene15485	
gbgene15486	GO:0005739,GO:0051156,GO:0008865,GO:0019158,GO:0004396,GO:0005829,GO:0004340,GO:0005524,GO:0001678,GO:0005536,GO:0006096
gbgene15487	GO:0005739,GO:0051156,GO:0008865,GO:0019158,GO:0004396,GO:0005829,GO:0004340,GO:0005524,GO:0001678,GO:0005536,GO:0006096
gbgene15488	
gbgene15489	
gbgene15490	
gbgene15491	
gbgene15492	GO:0008038,GO:0005887,GO:0046716,GO:2000274,GO:0016199,GO:0005886,GO:0050773,GO:0070983,GO:0031982,GO:0044295,GO:0022409,GO:0032991,GO:0005515,GO:0035050,GO:0008406,GO:0008045,GO:0030335,GO:0007411,GO:0030424,GO:0071666,GO:0003151,GO:0009649,GO:0030425,GO:0007432,GO:0072499,GO:0008201,GO:0048813,GO:0035385,GO:0043025
gbgene15493	GO:0008150,GO:1903561,GO:0003674
gbgene15494	
gbgene15495	GO:0006790,GO:0006024,GO:0005794,GO:0007283,GO:0007367,GO:0008146,GO:0015012,GO:0015014,GO:0019213,GO:0005783,GO:0016055,GO:0000137,GO:0102140,GO:0045570,GO:0007509,GO:0015016,GO:0008543,GO:0008587,GO:0007474,GO:0007427
gbgene15496	GO:0031929,GO:0052745,GO:0003993,GO:0031931,GO:0016311,GO:0070062,GO:0034417
gbgene15497	GO:0005654,GO:0003677,GO:0043625,GO:0005515,GO:0016035,GO:1990506,GO:0005634,GO:0042575,GO:0006271
gbgene15498	GO:0000012,GO:0003684,GO:0006303,GO:0006284,GO:0005634
gbman.GBUE006892-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006895-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006896-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006897-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006898-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE020375-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006899-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006900-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE006901-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbgene15507	
gbgene15508	
gbman.GBUE006904-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbgene15510	
gbgene15511	
gbgene15512	
gbgene15513	GO:0005634
gbgene15514	GO:0005634
gbgene15515	GO:0000398,GO:0000184,GO:0006406,GO:0003729,GO:0035194,GO:0045071,GO:0030422,GO:0005846,GO:0071011,GO:0000339,GO:0071013,GO:0031053,GO:0005634,GO:0005845
gbgene15516	
gbgene15517	GO:0000398,GO:0000184,GO:0006406,GO:0003729,GO:0035194,GO:0045071,GO:0030422,GO:0005846,GO:0071011,GO:0000339,GO:0071013,GO:0031053,GO:0005634,GO:0005845
gbgene15518	GO:0005198,GO:0006891,GO:0030126,GO:0006888,GO:0006890
gbgene15519	
gbgene15520	
gbgene15521	
gbgene15522	GO:0090630,GO:0005737,GO:0008016,GO:0007615,GO:0008355,GO:0051056,GO:0005634,GO:0005096,GO:0030424,GO:0043025
gbgene15523	
gbgene15524	GO:0000785,GO:0031490,GO:0030527,GO:0000786,GO:0006334
gbgene15525	GO:0042393,GO:0006352,GO:0003677,GO:0030527,GO:0000786,GO:0046982,GO:0006334
gbgene15526	GO:0030527,GO:0000786,GO:0046982,GO:0031492,GO:0006334
gbgene15527	GO:0042393,GO:0006352,GO:0003677,GO:0030527,GO:0000786,GO:0046982,GO:0006334
gbgene15528	GO:0030527,GO:0000786,GO:0046982,GO:0031492,GO:0006334
gbgene15529	
gbgene15530	
gbgene15531	GO:0008584,GO:0000978,GO:0006357,GO:0005634,GO:0000981
gbgene15532	
gbgene15533	
gbgene15534	
gbgene15535	GO:0061357,GO:0006886,GO:0006897,GO:0035091,GO:0034498,GO:0042147,GO:0032266,GO:0005768,GO:0010008,GO:0030905
gbgene15536	GO:0008033,GO:0005655,GO:0030681,GO:0033204,GO:0001682
gbgene15537	GO:0005737,GO:0017101,GO:0004814,GO:0006420,GO:0005524
gbgene15538	GO:0046177,GO:0005829,GO:0050661,GO:0009051,GO:0004616,GO:0042593
gbgene15539	GO:0046177,GO:0005829,GO:0050661,GO:0009051,GO:0004616,GO:0042593
gbman.GBUE013967-PA.1	GO:0007494,GO:0005887,GO:0031290,GO:0042813,GO:0005886,GO:0042685,GO:0007367,GO:0060250,GO:0016201,GO:0008045,GO:0048665,GO:0016055,GO:1990851,GO:0030165,GO:0048675,GO:0016477,GO:0050770,GO:0008585,GO:0017147,GO:0035206,GO:0050808,GO:0035293,GO:0005634,GO:0016021,GO:0008587,GO:0005769,GO:0007435,GO:1990909,GO:0005770,GO:0060070
gbgene15541	
gbgene15542	
gbgene15543	
gbgene15544	
gbman.GBUE002964-PA.1	GO:0036194,GO:0007155,GO:0035230,GO:0007416,GO:0007156,GO:0008045,GO:0035147,GO:0072499,GO:0007411,GO:0016477,GO:0007436
gbgene15546	GO:0031307,GO:0090141,GO:0043653,GO:0016559,GO:0005779,GO:0000422,GO:0000266,GO:0007005,GO:0005778
gbgene15547	GO:0035151,GO:0045169,GO:0009792,GO:0005918,GO:0005886,GO:0045216,GO:0005920,GO:0003779,GO:0007391,GO:0005198,GO:0003015,GO:0005856,GO:0031032,GO:0061343,GO:0035321,GO:0006612,GO:0007527,GO:0060857,GO:0045170
gbgene15548	GO:0005968,GO:0018344,GO:0005737,GO:0004663
gbgene15549	GO:0004843,GO:0005575,GO:0016579
gbgene15550	GO:0005739,GO:0004149,GO:0045333,GO:0045252,GO:0006099
gbgene15551	
gbgene15552	
gbgene15553	GO:0008270,GO:0045944,GO:0000978,GO:0000977,GO:0006357,GO:0005634,GO:0000981
gbgene15554	
gbgene15555	
gbgene15556	GO:0005654,GO:0051082,GO:0005737,GO:0000493,GO:0022618
gbgene15557	
gbgene15558	GO:0005739,GO:0005960,GO:0005737,GO:0019464,GO:0006546,GO:0009249
gbgene15559	
gbgene15560	
gbgene15561	
gbgene15562	
gbgene15563	
gbgene15564	GO:0016021,GO:0001786,GO:0017156,GO:0017158,GO:0060291,GO:0005509,GO:0005544,GO:0000149,GO:0016192,GO:0071277,GO:0070382,GO:0005886,GO:0030276,GO:0019905,GO:0014059,GO:0046928
gbgene15565	GO:0008270,GO:0002192,GO:0007472,GO:0005737,GO:0003729,GO:0045182,GO:0003727,GO:2000767,GO:1905538
gbgene15566	GO:0008270,GO:0002192,GO:0007472,GO:0005737,GO:0003729,GO:0045182,GO:0003727,GO:2000767,GO:1905538
gbgene15567	GO:0005634,GO:0042332
gbgene15568	
gbgene15569	GO:0001737,GO:0007399,GO:0005737,GO:0016192,GO:0060271,GO:0005929,GO:0005886,GO:0001736,GO:0035316
gbgene15570	GO:0042393,GO:0000785,GO:0000779,GO:0005737,GO:0005634,GO:0000793,GO:0000070,GO:0007419,GO:0000796,GO:0010032,GO:0030261,GO:0003682,GO:0007076
gbgene15571	GO:0034220,GO:0042391,GO:0043005,GO:0016021,GO:0006812,GO:0045211,GO:0005887,GO:0046716,GO:0050877,GO:0004888,GO:0017085,GO:0045202,GO:0007165,GO:0022848,GO:0030594,GO:0005892,GO:0007268,GO:0007271
gbgene15572	
gbgene15573	GO:0034220,GO:0043005,GO:0045211,GO:0005887,GO:0050877,GO:0004888,GO:0045202,GO:0007165,GO:0022848,GO:0030594,GO:0042391,GO:0007268,GO:0007271
gbgene15574	
gbgene15575	GO:0003924,GO:0007264,GO:0031307,GO:0000226,GO:0010821,GO:0005515,GO:0005509,GO:0034643,GO:0051646,GO:0097345,GO:0048489,GO:0005525,GO:0047497,GO:0019896,GO:0019725,GO:0007005,GO:0000287
gbgene15576	
gbgene15577	
gbgene15578	GO:0005739,GO:0003867,GO:2000211,GO:0030170,GO:0006109,GO:0009450,GO:0042749
gbgene15579	GO:0005739,GO:0003867,GO:2000211,GO:0030170,GO:0006109,GO:0009450,GO:0042749
gbgene15580	GO:0006464,GO:0005575,GO:0019777,GO:0016236,GO:0061651
gbgene15581	
gbgene15582	GO:0006364,GO:0008033,GO:0005655,GO:0000172,GO:0030681,GO:0001682,GO:0033204,GO:0042134,GO:0030677
gbgene15583	GO:0048149,GO:0003674,GO:0030431,GO:0043291,GO:0061534
gbgene15584	GO:0005615,GO:0004867,GO:0045861
gbgene15585	
gbgene15586	
gbgene15587	GO:0017071,GO:0006812,GO:0055085,GO:0005221,GO:0019935,GO:0044877
gbgene15588	GO:0017071,GO:0005222,GO:0005887,GO:0005242,GO:0005221,GO:0098655,GO:0005886,GO:0044877,GO:0071805,GO:0008076,GO:0006813,GO:0005223,GO:0006812,GO:0005249,GO:0019935,GO:0030553,GO:0007605,GO:0022843,GO:0042391,GO:0086011
gbgene15589	
gbgene15590	
gbgene15591	
gbgene15592	GO:0015804,GO:0016021,GO:0006814,GO:0005887,GO:0006836,GO:0042943,GO:0003333,GO:0005416,GO:0005283,GO:0015807,GO:0015175,GO:0005326,GO:0035725,GO:0042940,GO:0015179
gbman.GBUE021233-PA.1	GO:0009593,GO:0016021,GO:0015276,GO:0016020
gbgene15594	GO:1904263,GO:0007298,GO:0038085,GO:0005887,GO:0048542,GO:0005524,GO:0007419,GO:0007443,GO:0008347,GO:0045087,GO:0046529,GO:0002347,GO:0006468,GO:0061327,GO:0005515,GO:0007391,GO:0036335,GO:0035099,GO:0035313,GO:0030097,GO:0030335,GO:0048010,GO:0030031,GO:0046330,GO:1903688,GO:0014068,GO:0070374,GO:0033674,GO:0048803,GO:0007169,GO:0045793,GO:0043066,GO:0002921,GO:0035167,GO:0007435,GO:0004714,GO:0051897,GO:0043235
gbgene15595	GO:1904263,GO:0007298,GO:0038085,GO:0005887,GO:0048542,GO:0005524,GO:0007419,GO:0007443,GO:0008347,GO:0045087,GO:0046529,GO:0002347,GO:0006468,GO:0061327,GO:0005515,GO:0007391,GO:0036335,GO:0035099,GO:0035313,GO:0030097,GO:0030335,GO:0048010,GO:0030031,GO:0046330,GO:1903688,GO:0014068,GO:0070374,GO:0033674,GO:0048803,GO:0007169,GO:0045793,GO:0043066,GO:0002921,GO:0035167,GO:0007435,GO:0004714,GO:0051897,GO:0043235
gbgene15596	
gbgene15597	
gbgene15598	
gbgene15599	
gbgene15600	
gbgene15601	
gbgene15602	
gbgene15603	
gbgene15604	GO:0071632,GO:0050802,GO:1903294,GO:0008340,GO:0005249,GO:0055085,GO:0045475,GO:0007637,GO:0016020,GO:0071484,GO:0045938,GO:0006813,GO:0014059,GO:0016057
gbgene15605	GO:0012505,GO:0016063,GO:0030176,GO:0051082,GO:0005509,GO:0030433,GO:0005789,GO:0006457,GO:0010522,GO:0005886,GO:0097038,GO:0050821
gbgene15606	GO:0005887,GO:0004952,GO:0007191,GO:1903351,GO:0005886,GO:0008226,GO:0008227,GO:0007212,GO:1903223,GO:0004930,GO:0071880,GO:0042321,GO:0099509,GO:0001588,GO:0030285,GO:0001306,GO:0016021,GO:1990834,GO:0007186,GO:0004935
gbgene15607	GO:0043005,GO:0007186
gbgene15608	
gbgene15609	
gbgene15610	
gbgene15611	GO:0047992,GO:0019202
gbgene15612	GO:0045214,GO:0048644,GO:0046716,GO:0005523,GO:0005861,GO:0005509,GO:0071689,GO:0006874,GO:0006936,GO:0030239,GO:0007005,GO:0010882,GO:0007498,GO:0005865
gbgene15613	
gbgene15614	
gbgene15615	
gbgene15616	
gbgene15617	
gbgene15618	GO:0004693,GO:0005634,GO:0005524,GO:0006468
gbgene15619	
gbgene15620	GO:0031146,GO:0007449,GO:0045177,GO:0016567,GO:0032880,GO:0035332,GO:0019005,GO:0045926,GO:0044257,GO:0045571,GO:0005911
gbgene15621	
gbgene15622	
gbgene15623	
gbgene15624	
gbgene15625	
gbgene15626	
gbgene15627	
gbgene15628	
gbgene15629	
gbgene15630	
gbgene15631	
gbgene15632	
gbgene15633	
gbgene15634	
gbgene15635	
gbgene15636	
gbgene15637	
gbgene15638	
gbgene15639	
gbgene15640	
gbgene15641	
gbgene15642	
gbgene15643	
gbgene15644	
gbgene15645	
gbgene15646	GO:0004518,GO:0008150,GO:0003674,GO:0005575
gbgene15647	GO:0008150,GO:0003674,GO:0005575
gbgene15648	
gbgene15649	
gbgene15650	
gbgene15651	
gbgene15652	
gbgene15653	
gbgene15654	
gbgene15655	
gbgene15656	GO:0003678,GO:0000727,GO:0000724,GO:0032508,GO:0006260,GO:0005657,GO:0000723
gbgene15657	
gbgene15658	
gbgene15659	
gbgene15660	
gbgene15661	
gbgene15662	
gbgene15663	
gbgene15664	
gbgene15665	
gbgene15666	
gbgene15667	
gbgene15668	
gbgene15669	
gbgene15670	
gbgene15671	
gbgene15672	
gbgene15673	
gbgene15674	GO:0000902,GO:0045475
gbgene15675	
gbman.GBUE020984-PA.1	GO:0016021,GO:0050911,GO:0004888,GO:0004984,GO:0005549,GO:0032590,GO:0005886,GO:0007608
gbman.GBUE020985-PA.1	
gbgene15676	
gbgene15677	
gbgene15678	
gbgene15679	GO:0045944,GO:0003713,GO:0090575
gbgene15680	
gbgene15681	
gbgene15682	
gbgene15683	
gbman.GBUE003508-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbgene15685	
gbgene15686	
gbman.GBUE003510-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbgene15688	GO:0022857,GO:0055085,GO:0016021
gbman.GBUE020986-PA.1	GO:0016021,GO:0050911,GO:0004984,GO:0005549,GO:0032590,GO:0005886,GO:0007608
gbgene15689	
gbman.GBUE020987-PA.1	GO:0016021,GO:0050911,GO:0004984,GO:0032590,GO:0005549,GO:0005886
gbgene15691	GO:0006121,GO:0005749,GO:0008340,GO:0009055,GO:0006979,GO:0008177,GO:0006099
gbgene15692	GO:0005739,GO:0017171,GO:0008150,GO:0052689
gbgene15693	GO:0008270,GO:0004842,GO:0005737,GO:0016567
gbgene15694	GO:0005739,GO:0035096,GO:0035209,GO:0035071,GO:0005737,GO:0035070,GO:0043068,GO:0019752,GO:0030060,GO:0043067,GO:0016615,GO:0006099
gbgene15695	GO:0008270,GO:0004842,GO:0005737,GO:0016567
gbgene15696	GO:0043005,GO:0050808,GO:0005887
gbgene15697	GO:0005615,GO:0017171,GO:0016042,GO:0016298
gbgene15698	GO:0005615,GO:0016042,GO:0016298
gbgene15699	GO:0005615,GO:0017171,GO:0016042,GO:0016298
gbgene15700	GO:0005615,GO:0016042,GO:0016298
gbgene15701	GO:0005615,GO:0016042,GO:0016298
gbgene15702	GO:0005615,GO:0017171,GO:0016042,GO:0016298
gbgene15703	
gbgene15704	GO:0005739,GO:0006771,GO:0008531,GO:0009398,GO:0009231
gbgene15705	GO:0031267,GO:0032483,GO:0034066,GO:0005794,GO:0035418,GO:0043547,GO:0005085,GO:0032991,GO:0045467,GO:0060078,GO:0007411,GO:0006886,GO:0000139,GO:0031410,GO:0050808,GO:1903363,GO:0005829,GO:0016020,GO:0042147
gbgene15706	GO:0008270,GO:0031146,GO:0016567,GO:0005737,GO:0000151,GO:0019005,GO:0070922,GO:0042981,GO:1900368,GO:0006511,GO:0048471
gbgene15707	GO:0005739,GO:0009249,GO:0017118,GO:0005737
gbgene15708	GO:0005739,GO:0010121,GO:0005737,GO:0005634,GO:0005829,GO:0030170,GO:0004587,GO:0042802,GO:0019544,GO:0006591
gbgene15709	GO:0010898,GO:0045944,GO:0001228,GO:0009267,GO:0006355,GO:0010888,GO:0008286,GO:0040008,GO:0061045,GO:0046627,GO:0048542,GO:0003700,GO:0006357,GO:0040015,GO:0009617,GO:0000122,GO:0034599,GO:0046620,GO:0005737,GO:0008340,GO:0005515,GO:0036099,GO:0034198,GO:0000981,GO:0016241,GO:0061965,GO:0000978,GO:0045792,GO:0008285,GO:0001745,GO:0030308,GO:0045475,GO:0006979,GO:0035206,GO:0010506,GO:0061057,GO:0007623,GO:0005634,GO:0048813,GO:2000130,GO:0010508,GO:0005829,GO:2000253,GO:0070345,GO:0000977,GO:0042593,GO:0019216,GO:0042594
gbgene15710	
gbgene15711	GO:0010898,GO:0045944,GO:0001228,GO:0009267,GO:0006355,GO:0010888,GO:0008286,GO:0040008,GO:0061045,GO:0046627,GO:0048542,GO:0003700,GO:0006357,GO:0040015,GO:0009617,GO:0000122,GO:0034599,GO:0046620,GO:0005737,GO:0008340,GO:0005515,GO:0036099,GO:0034198,GO:0000981,GO:0016241,GO:0061965,GO:0000978,GO:0045792,GO:0008285,GO:0001745,GO:0030308,GO:0045475,GO:0006979,GO:0035206,GO:0010506,GO:0061057,GO:0007623,GO:0005634,GO:0048813,GO:2000130,GO:0010508,GO:0005829,GO:2000253,GO:0070345,GO:0000977,GO:0042593,GO:0019216,GO:0042594
gbgene15712	
gbgene15713	GO:0005251,GO:0016021,GO:0005249,GO:0071805,GO:0008076,GO:0022843,GO:0032809,GO:0032590,GO:0030431,GO:0005886,GO:0051260,GO:0006813,GO:0030424
gbgene15714	GO:0005251,GO:0016021,GO:0005249,GO:0071805,GO:0008076,GO:0022843,GO:0032809,GO:0032590,GO:0030431,GO:0005886,GO:0051260,GO:0006813,GO:0030424
gbgene15715	GO:0005251,GO:0016021,GO:0005249,GO:0071805,GO:0008076,GO:0022843,GO:0032809,GO:0032590,GO:0030431,GO:0005886,GO:0051260,GO:0006813,GO:0030424
gbgene15716	
gbgene15717	
gbgene15718	
gbgene15719	
gbgene15720	
gbgene15721	GO:0004629,GO:0043153,GO:0046488,GO:2000370,GO:0002385,GO:0008377,GO:0019722,GO:0005509,GO:0006644,GO:0007602,GO:0008344,GO:0046673,GO:0008654,GO:0004435,GO:0043052,GO:0016028,GO:0048015,GO:0051482,GO:0001580,GO:0009649,GO:0045494,GO:0007623,GO:0016056,GO:0006651,GO:0016059,GO:0071482,GO:0016027
gbgene15722	GO:0016021,GO:0016560,GO:0005777,GO:0048137,GO:0007031,GO:1990429,GO:0005778
gbgene15723	
gbgene15724	GO:0005615,GO:0007409,GO:0035207,GO:0007155,GO:0030198,GO:0050839,GO:0031012,GO:0032504
gbgene15725	GO:0005739
gbgene15726	GO:0051608,GO:0018117,GO:0042803,GO:0051087,GO:0007632,GO:0030544,GO:0044603,GO:0034976,GO:0005886,GO:0044602,GO:0050908,GO:0070733
gbgene15727	GO:0061631,GO:0005634,GO:0000209
gbgene15728	GO:0000123,GO:0003713,GO:0006366,GO:0000124,GO:0043966,GO:0046982,GO:0005634
gbgene15729	GO:0016021,GO:0008340,GO:0007186,GO:0004930,GO:0003007,GO:0007166,GO:0042594
