transcripts	GO-terms
gbgene15121	GO:0031234,GO:0040011,GO:0003009,GO:0070588,GO:1903078,GO:1901387,GO:0045793
gbgene15122	
gbgene15123	
gbgene15124	
gbgene15125	GO:0007301,GO:0005737,GO:0006508,GO:0005829,GO:0070628,GO:0004190,GO:0043130,GO:0005634
gbgene15126	
gbgene15127	GO:0005654,GO:0005737,GO:0005829,GO:0045732,GO:0008073,GO:0005634
gbgene15128	GO:0006896,GO:0007040,GO:0006886,GO:0046907,GO:0038024,GO:0016192,GO:0043231,GO:0006727,GO:0030123,GO:0048072,GO:0006726
gbgene15129	GO:0019448,GO:0016702,GO:0017172,GO:0008198
gbgene15130	
gbgene15131	GO:0031177,GO:0016491,GO:0006633,GO:0004315
gbgene15132	
gbgene15133	GO:0008150,GO:0003674,GO:0005575
gbgene15134	
gbgene15135	
gbgene15136	
gbgene15137	GO:1904263,GO:0035859,GO:0032008,GO:0030307,GO:0061700,GO:0005764,GO:0010506,GO:0007042,GO:0016239,GO:0034198,GO:0044754
gbgene15138	GO:0003697,GO:0000727,GO:0017116,GO:0032508,GO:0043138,GO:0042555,GO:0007405,GO:0016319,GO:0071162,GO:0005524,GO:1902975,GO:0005634,GO:0006271
gbgene15139	GO:1904263,GO:0035859,GO:0032008,GO:0030307,GO:0061700,GO:0005764,GO:0010506,GO:0007042,GO:0016239,GO:0034198,GO:0044754
gbgene15140	GO:0002098,GO:0033588
gbgene15141	GO:0016757,GO:0008194,GO:0000139,GO:0006486,GO:0008039,GO:0008499
gbgene15142	GO:0006003,GO:0005737,GO:0005829,GO:0006000,GO:0046835,GO:0005524,GO:0004331,GO:0006096,GO:0003873
gbgene15143	GO:0004674,GO:0005524,GO:0035556,GO:0006468
gbgene15144	GO:0007303,GO:0045451,GO:0007018,GO:0007315,GO:0035371,GO:0003774,GO:0030478,GO:0005524,GO:0046843,GO:0098937,GO:0001754,GO:0007526,GO:0008103,GO:0098957,GO:0005737,GO:0008017,GO:0048311,GO:0048489,GO:0051012,GO:0046785,GO:0016887,GO:0007411,GO:0005874,GO:0007409,GO:0035617,GO:0007317,GO:0008574,GO:0005523,GO:0005871,GO:1904115,GO:0061572,GO:0003777,GO:0010970,GO:0007097,GO:0048813,GO:0008345,GO:0051299,GO:0098971,GO:0007310,GO:0030705,GO:0048312,GO:0008088
gbgene15145	GO:0007303,GO:0045451,GO:0007018,GO:0007315,GO:0035371,GO:0003774,GO:0030478,GO:0005524,GO:0046843,GO:0098937,GO:0001754,GO:0007526,GO:0008103,GO:0098957,GO:0005737,GO:0008017,GO:0048311,GO:0048489,GO:0051012,GO:0046785,GO:0016887,GO:0007411,GO:0005874,GO:0007409,GO:0035617,GO:0007317,GO:0008574,GO:0005523,GO:0005871,GO:1904115,GO:0061572,GO:0003777,GO:0010970,GO:0007097,GO:0048813,GO:0008345,GO:0051299,GO:0098971,GO:0007310,GO:0030705,GO:0048312,GO:0008088
gbman.GBUE009672-PA.1	GO:0020037,GO:0016705,GO:0005506,GO:0004497
gbgene15147	GO:0008150,GO:0003674,GO:0005575
gbgene15148	GO:0006506,GO:0030176,GO:0051267
gbgene15149	GO:0016021,GO:0006814,GO:0005887,GO:0070588,GO:0008273,GO:0006874,GO:0006816,GO:0005262
gbgene15150	
gbgene15151	GO:0048149,GO:0005887,GO:0007591,GO:0007613,GO:0009408,GO:0007611,GO:0008306,GO:0010738,GO:0072375,GO:0007189,GO:0008340,GO:0007615,GO:0090328,GO:0048675,GO:0008294,GO:0007612,GO:0007617,GO:0009190,GO:0006171,GO:0006979,GO:0008355,GO:0004016,GO:0030431,GO:0007623,GO:0007268,GO:0007614,GO:0007528,GO:0016020,GO:0007619,GO:0001661,GO:0007274
gbgene15152	GO:0048149,GO:0005887,GO:0007591,GO:0007613,GO:0009408,GO:0007611,GO:0008306,GO:0010738,GO:0072375,GO:0007189,GO:0008340,GO:0007615,GO:0090328,GO:0048675,GO:0008294,GO:0007612,GO:0007617,GO:0009190,GO:0006171,GO:0006979,GO:0008355,GO:0004016,GO:0030431,GO:0007623,GO:0007268,GO:0007614,GO:0007528,GO:0016020,GO:0007619,GO:0001661,GO:0007274
gbman.GBUE021154-PA.1	GO:0016021,GO:0050913,GO:0050909,GO:0006955,GO:0007602,GO:0042742,GO:0007631,GO:0008049,GO:0008527,GO:0030425,GO:0035006,GO:0040040,GO:0046957,GO:0030424,GO:0043025
gbman.GBUE021155-PA.1	GO:0016021,GO:0050911,GO:0004984,GO:0032590,GO:0005549,GO:0005886
gbgene15154	
gbgene15155	GO:0006378,GO:0006398,GO:0005515,GO:0035363,GO:0005847,GO:0061689,GO:0005634
gbgene15156	GO:0051087,GO:0001405,GO:0030150,GO:0005743,GO:0071456
gbgene15157	
gbgene15158	GO:0005739,GO:0003674,GO:0007420,GO:1905706
gbgene15159	GO:0101030,GO:0003674,GO:0005575,GO:0006400
gbgene15160	GO:0031416,GO:0004596,GO:0017196,GO:0016573,GO:0043524
gbgene15161	GO:0008366,GO:0000398,GO:0005829,GO:0000381,GO:0007438,GO:0000974,GO:0071007,GO:0000245,GO:0071011,GO:0007443,GO:0008347,GO:0016607,GO:0071013,GO:0003723,GO:0005634,GO:0071014
gbgene15162	GO:0006470,GO:0005829,GO:0008138,GO:0004725
gbgene15163	GO:0035556
gbgene15164	GO:0097320,GO:0007032,GO:0035091,GO:0005886,GO:0042734,GO:0006897,GO:0043195,GO:0005515,GO:0001956,GO:0000278,GO:0019900,GO:0000045,GO:0031410,GO:1990709,GO:0005938,GO:0016197,GO:0048471,GO:0071456,GO:0005546,GO:0071212,GO:0015031,GO:0005768,GO:0030032,GO:0043025
gbgene15165	
gbgene15166	
gbgene15167	
gbgene15168	GO:0007606,GO:0005549,GO:0005576,GO:0005550,GO:0007608
gbman.GBUE012986-PA.1	GO:0005783,GO:0008194,GO:0043231
gbman.GBUE021164-PA.1	GO:0009593,GO:0016021,GO:0004970,GO:0016020,GO:0015276
gbgene15171	
gbgene15172	GO:1905330,GO:0007059,GO:0007301,GO:0014706,GO:0005737,GO:0007300,GO:0004722,GO:0031991,GO:0007312,GO:0046329,GO:1904886,GO:0045879,GO:0090263,GO:0017018,GO:0007498,GO:0005634,GO:0007476
gbgene15173	
gbgene15174	GO:0008499,GO:0016757,GO:0000139,GO:0006486
gbgene15175	GO:0008150,GO:0046872,GO:0005575,GO:0003993
gbgene15176	GO:0022627,GO:0006412,GO:0022626,GO:0002181,GO:0000028,GO:0003735,GO:0003723
gbgene15177	GO:0008150,GO:0003674,GO:0005575
gbgene15178	
gbgene15179	GO:0016301,GO:0035071,GO:0046854,GO:0005737,GO:0000828,GO:0051481,GO:0008440,GO:0005516,GO:0048306,GO:0032958,GO:0005634
gbgene15180	GO:0016301,GO:0035071,GO:0046854,GO:0005737,GO:0000828,GO:0051481,GO:0008440,GO:0005516,GO:0048306,GO:0032958,GO:0005634
gbgene15181	GO:0022841,GO:0016021,GO:0042803,GO:0005887,GO:0030322,GO:0002027,GO:0071805,GO:0045475,GO:0005886,GO:0034705
gbgene15182	GO:0008270
gbgene15183	GO:0005739,GO:0052856
gbgene15184	GO:0005739,GO:0006635,GO:0004095,GO:0070328,GO:0046951,GO:0042594
gbgene15185	GO:0071539,GO:1902017,GO:0051299,GO:0003674,GO:0005814,GO:1902410,GO:0007099,GO:0005813,GO:0031024
gbgene15186	
gbgene15187	
gbgene15188	
gbgene15189	
gbman.GBUE008359-PA.1	GO:0008270,GO:0000978,GO:0120143,GO:0005737,GO:0045892,GO:0106023,GO:0071456,GO:0004879,GO:0006357,GO:0040018,GO:0048638,GO:0005634
gbgene15191	GO:0006470,GO:0005737,GO:0004722,GO:0046329,GO:0000278,GO:0070262,GO:0000082
gbgene15192	GO:0045944,GO:0001228,GO:0008219,GO:0035071,GO:0043565,GO:0030154,GO:0006914,GO:0006357,GO:0048477,GO:0005634,GO:0040034,GO:0000981
gbgene15193	
gbgene15194	GO:0071254,GO:0071204,GO:0006398,GO:0005515,GO:0035363,GO:0000381,GO:0005683,GO:0016604,GO:0071209,GO:0005634
gbgene15195	
gbgene15196	
gbgene15197	
gbgene15198	
gbgene15199	
gbgene15200	
gbgene15201	
gbgene15202	
gbgene15203	GO:0030158,GO:0016021,GO:0030201,GO:0015012,GO:0016020,GO:0042732,GO:0030204,GO:0050650
gbgene15204	GO:0045944,GO:0031490,GO:0003713,GO:0005829,GO:0045893,GO:0045572,GO:0005634
gbman.GBUE008081-PA.1	GO:0005737,GO:0000398,GO:0005681,GO:0005515,GO:0045752,GO:0045292,GO:0071013,GO:0009950,GO:0003723
gbgene15206	GO:0008270,GO:0016574,GO:0000785,GO:0046872,GO:0006513,GO:0071894,GO:0033503,GO:0061630,GO:0010390,GO:0005634,GO:0016570
gbgene15207	GO:0031267,GO:0098595,GO:0030833
gbgene15208	GO:0017171,GO:0005737,GO:0008474,GO:0052689,GO:0002084
gbgene15209	GO:0071004,GO:0000398,GO:0005686,GO:0000381,GO:0007283,GO:0045292,GO:0071011,GO:0071013,GO:0000278,GO:0003723,GO:0005634
gbgene15210	GO:0007060,GO:0000070,GO:0003696,GO:0005524,GO:0000400,GO:0003918,GO:0008623,GO:0000712,GO:0005515,GO:0000182,GO:0016887,GO:0051321,GO:0000819,GO:0003677,GO:0016590,GO:0051310,GO:0005694,GO:0005634,GO:0003729,GO:0031507,GO:0000793,GO:0006265,GO:0030261,GO:0000278,GO:0003682,GO:0007076
gbgene15211	GO:1903688,GO:0080009,GO:0005515,GO:0000381,GO:0000375,GO:0036396,GO:0007549,GO:0007539,GO:0005634,GO:0048024
gbgene15212	GO:0005739,GO:0005750,GO:0006122,GO:0046872
gbgene15213	GO:0006829,GO:0046873,GO:0055085,GO:0016020
gbgene15214	
gbgene15215	
gbgene15216	
gbgene15217	
gbgene15218	
gbgene15219	
gbgene15220	
gbgene15221	
gbgene15222	GO:0016021,GO:0015149,GO:0016020,GO:0015749,GO:0090277,GO:0042593
gbgene15223	GO:0035556,GO:0007186
gbgene15224	GO:0008150,GO:0003674,GO:0016021,GO:0005887
gbgene15225	GO:0005739,GO:0016491,GO:0006629
gbgene15226	GO:0005739,GO:0016491,GO:0020037,GO:0006629
gbgene15227	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene15228	GO:0042393,GO:0006352,GO:0003677,GO:0030527,GO:0000786,GO:0046982,GO:0006334
gbgene15229	GO:0030527,GO:0000786,GO:0046982,GO:0031492,GO:0006334
gbgene15230	GO:0006333,GO:0003677,GO:0030527,GO:0000786,GO:0046982
gbgene15231	GO:0003677,GO:0030527,GO:0006325,GO:0000786,GO:0046982
gbgene15232	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene15233	
gbgene15234	
gbgene15236	
gbman.GBUE009149-PA.1	GO:0006333,GO:0003677,GO:0030527,GO:0000786,GO:0046982
gbman.GBUE021111-PA.1	GO:0000785,GO:0031490,GO:0030527,GO:0000786,GO:0006334
gbgene15238	GO:0030527,GO:0000786,GO:0046982,GO:0031492,GO:0006334
gbgene15239	GO:0042393,GO:0006352,GO:0003677,GO:0030527,GO:0000786,GO:0046982,GO:0006334
gbgene15240	GO:0045089,GO:0016021,GO:0016020,GO:0050829
gbman.GBUE009155-PA.1	GO:0061724,GO:0004674,GO:0009267,GO:0018105,GO:0032007,GO:0060729,GO:0045850,GO:0005524,GO:0034727,GO:1990316,GO:0046777,GO:0051124,GO:0034599,GO:0005737,GO:0006468,GO:0006897,GO:0050804,GO:0005515,GO:0061723,GO:0000422,GO:0006914,GO:0044805,GO:0048675,GO:0000045,GO:0034045,GO:0006979,GO:0050808,GO:2000331,GO:0010506,GO:0001558,GO:0016236,GO:0045819,GO:0014067,GO:0010508,GO:0032182,GO:0035069,GO:0045476,GO:0035096,GO:0008088,GO:0061709,GO:0042594
gbgene15243	GO:0007530,GO:0016422,GO:0000398,GO:0001510,GO:0080009,GO:0000381,GO:0030707,GO:0030237,GO:0036396,GO:0007549,GO:0030708,GO:0008168,GO:0005634,GO:0001734
gbgene15244	GO:0007628,GO:0007633,GO:0008586,GO:0042059,GO:0005634
gbgene15245	
gbgene15246	
gbgene15247	GO:0007628,GO:0007633,GO:0008586,GO:0042059,GO:0005634
gbgene15248	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbgene15249	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbman.GBUE018173-PA.1	GO:0005615,GO:0051603,GO:0008234,GO:0045169,GO:0006508,GO:0006955,GO:0004197,GO:0005764,GO:0008233
gbman.GBUE018174-PA.1	GO:0005615,GO:0051603,GO:0008234,GO:0045169,GO:0006508,GO:0006955,GO:0004197,GO:0005764,GO:0008233
gbman.GBUE018175-PA.1	GO:0005615,GO:0051603,GO:0008234,GO:0045169,GO:0006508,GO:0006955,GO:0004197,GO:0005764,GO:0008233
gbman.GBUE018176-PA.1	GO:0005615,GO:0051603,GO:0008234,GO:0045169,GO:0006508,GO:0006955,GO:0004197,GO:0005764,GO:0008233
gbman.GBUE021316-PA.1	GO:0005615,GO:0051603,GO:0008234,GO:0045169,GO:0006508,GO:0006955,GO:0004197,GO:0005764,GO:0008233
gbman.GBUE019218-PA.1	GO:0005615,GO:0051603,GO:0008234,GO:0045169,GO:0006508,GO:0006955,GO:0004197,GO:0005764,GO:0008233
gbgene15256	GO:0016021,GO:0050911,GO:0004984,GO:0005549,GO:0032590,GO:0005886,GO:0007608
gbman.GBUE021273-PA.1	GO:0016021,GO:0043025,GO:0050911,GO:0004888,GO:0004984,GO:0005549,GO:0032590,GO:0030425,GO:0005886,GO:0007608
gbman.GBUE021274-PA.1	GO:0016021,GO:0050911,GO:0004984,GO:0032590,GO:0005549,GO:0005886
gbman.GBUE021275-PA.1	
gbman.GBUE021276-PA.1	
gbman.GBUE021336-PA.1	GO:0016021,GO:0043025,GO:0050911,GO:0004888,GO:0004984,GO:0005549,GO:0032590,GO:0030425,GO:0005886,GO:0007608
gbman.GBUE021335-PA.1	GO:0016021,GO:0050911,GO:0004984,GO:0032590,GO:0005549,GO:0005886
gbgene15263	
gbgene15264	GO:0045455,GO:0050660,GO:0016491,GO:0047875,GO:0005575
gbgene15265	
gbgene15266	GO:0030018
gbgene15267	
gbgene15268	GO:0005829
gbgene15269	
gbgene15270	
gbgene15271	GO:0005739,GO:0006851,GO:0007269,GO:0043022,GO:0005509,GO:0071805,GO:0015386,GO:0006875,GO:0005743,GO:1902600,GO:0005432,GO:0071456,GO:0070584,GO:0031966
gbgene15272	GO:0042594,GO:0006986,GO:0038202,GO:0005829,GO:0045893,GO:0046982,GO:0000977,GO:0006357,GO:0005634,GO:0000981
gbgene15273	GO:0005739,GO:0044877,GO:0016020,GO:0032981
gbgene15274	GO:0019706,GO:0005794,GO:0000139,GO:0050714,GO:0045202,GO:0016079,GO:0007283,GO:0008021,GO:0016409,GO:0007268,GO:0018345
gbgene15275	GO:0031146,GO:0000209,GO:0019005,GO:1901694,GO:0043161,GO:0005634,GO:0036435
gbgene15276	GO:0004662,GO:0005737,GO:0004660,GO:0005965,GO:0018344,GO:0005953,GO:0046579,GO:0018343
gbgene15277	
gbgene15278	
gbman.GBUE009221-PA.1	GO:0004703,GO:0030730,GO:0004674,GO:0009267,GO:0045197,GO:0005524,GO:0031588,GO:1990794,GO:1904262,GO:0006468,GO:1902669,GO:0004679,GO:0000278,GO:0045792,GO:1904504,GO:0035556,GO:0006629,GO:0042595,GO:0001558,GO:0005634,GO:0048813,GO:0044058,GO:0007165,GO:0005768
gbgene15280	
gbman.GBUE009219-PA.1	GO:0005739,GO:0005758,GO:0030061,GO:0070584,GO:1990050,GO:0015914,GO:0048813
gbgene15282	GO:0003676,GO:0005730,GO:0005524,GO:0003724
gbman.GBUE009217-PA.1	GO:0007400,GO:0007419,GO:0005886,GO:0008356,GO:0007498,GO:0048749,GO:0007422,GO:0000209,GO:0005737,GO:0008104,GO:0005515,GO:0045747,GO:0030718,GO:0045807,GO:0007476,GO:0061630,GO:0035204,GO:0007423,GO:0016360,GO:0045314,GO:1901981,GO:0048471,GO:0008270,GO:0007399,GO:0007616,GO:0005768,GO:0046532
gbgene15284	
gbgene15285	
gbgene15286	
gbgene15287	GO:0012505,GO:0004573,GO:0009311,GO:0005789,GO:0006487
gbgene15288	GO:0097361,GO:0097428,GO:0005737,GO:0045840,GO:0055049,GO:0005515,GO:0005819,GO:0031116,GO:0016226,GO:0005634,GO:0030496,GO:0045931
gbgene15289	
gbman.GBUE021222-PA.1	
gbgene15291	
gbgene15292	GO:0005997,GO:0006006,GO:0050038,GO:0004090
gbgene15293	
gbgene15294	
gbgene15295	GO:0035250,GO:0043229,GO:0006491
gbgene15296	
gbgene15297	GO:0005739,GO:0070126,GO:0004045,GO:0016150,GO:0005762
gbgene15298	GO:0005886,GO:0008347,GO:0010593,GO:0035320,GO:0005737,GO:0007391,GO:0008045,GO:0035099,GO:0001726,GO:0007411,GO:0016028,GO:0071907,GO:0031410,GO:0007163,GO:0007435,GO:0090303,GO:0110125,GO:0032956,GO:1904059,GO:0007422,GO:0007395,GO:0007516,GO:0048010,GO:0031175,GO:0030865,GO:0016358,GO:0048615,GO:0055001,GO:0007426,GO:0008360,GO:0035011,GO:0042052,GO:0032147,GO:0032794,GO:0051450,GO:0007015,GO:0045773,GO:0007298,GO:0007413,GO:0097206,GO:0007254,GO:0051963,GO:0007419,GO:0046843,GO:0003924,GO:0007264,GO:0031532,GO:0005515,GO:0009611,GO:0007390,GO:0007394,GO:0019901,GO:0048812,GO:0046330,GO:0050770,GO:1903688,GO:0046664,GO:0048814,GO:0030036,GO:0005856,GO:0016203,GO:1903391,GO:0051491,GO:0030866,GO:0050975,GO:0035212,GO:0035010,GO:0005525,GO:0000902,GO:0007424,GO:0016199,GO:0043652,GO:0007613,GO:0008258,GO:0008078,GO:1902669,GO:0042995,GO:0048675,GO:0019897,GO:0005938,GO:0001954,GO:0050807,GO:0007520,GO:0071902,GO:0051017,GO:0002433,GO:0030032
gbgene15299	GO:0032010,GO:0015108,GO:0005254,GO:0005765,GO:0042742,GO:0016020,GO:0043231,GO:0005770,GO:0005764,GO:0050766,GO:0050975,GO:0005247,GO:1902476
gbgene15300	
gbgene15301	GO:0006508,GO:0004198,GO:0005509,GO:0005737
gbgene15302	GO:0006508,GO:0004198,GO:0005509,GO:0005737
gbgene15303	
gbgene15304	GO:0007298,GO:0009267,GO:0007032,GO:0016567,GO:0005764,GO:0006727,GO:0019905,GO:0034058,GO:0007041,GO:0030674,GO:0007040,GO:0008340,GO:0006897,GO:0005515,GO:0008333,GO:0030897,GO:0048284,GO:0061357,GO:0007033,GO:0006904,GO:0061630,GO:0045202,GO:0033263,GO:0045022,GO:0097352,GO:0032456,GO:0048072,GO:0016197,GO:0008057,GO:0035542,GO:0008270,GO:0006622,GO:0007220,GO:0006728,GO:0005768,GO:0051301
gbgene15305	GO:0031072,GO:1903061,GO:0005737,GO:0051087,GO:0005829,GO:0016020,GO:0000774,GO:0030018,GO:0050821,GO:0005634
gbgene15306	GO:0003924,GO:0003747,GO:0005829,GO:0018444,GO:0006412,GO:0005525,GO:0006415,GO:0008079
gbgene15307	GO:0031435,GO:0038066,GO:0007254,GO:0005524,GO:0002385,GO:0004708,GO:0005737,GO:0033209,GO:0001934,GO:0007309,GO:0051403,GO:0010942,GO:0004672,GO:0090090,GO:0000165,GO:0045793,GO:0035331,GO:0048082,GO:0007314,GO:0040018
gbgene15308	
gbgene15309	GO:0016021
gbgene15310	
gbgene15311	
gbgene15312	
gbgene15313	
gbgene15314	
gbgene15315	GO:0005737
gbgene15316	GO:0098970,GO:0045211,GO:0006777,GO:0005737,GO:0099572,GO:0005829,GO:0061598,GO:0072579,GO:0007529,GO:0032324,GO:0030425,GO:0018315,GO:0061599,GO:0097112,GO:0002121
gbgene15317	GO:0043005,GO:0001746,GO:0048149,GO:0098632,GO:0007413,GO:0008038,GO:0061174,GO:0036062,GO:0042059,GO:0005886,GO:0008582,GO:0031594,GO:0007611,GO:1904059,GO:0042734,GO:0072553,GO:0005737,GO:0005515,GO:0048167,GO:0007156,GO:0008045,GO:0048667,GO:0016319,GO:0048786,GO:0097482,GO:0042995,GO:0030426,GO:0031256,GO:0016324,GO:0007411,GO:0030424,GO:0050808,GO:0048803,GO:0008355,GO:0035158,GO:0070593,GO:1904800,GO:0072499,GO:0045211,GO:0007614,GO:0007528,GO:0035159,GO:0050803
gbgene15318	GO:0006898,GO:0040003,GO:0030100,GO:0048082,GO:0005829,GO:0005509,GO:0042562,GO:0043235,GO:0005886,GO:0016324
gbgene15319	
gbgene15320	
gbgene15321	
gbgene15322	
gbgene15323	GO:0005783,GO:0005811,GO:0004745,GO:0016616
gbgene15324	
gbgene15325	
gbgene15326	
gbgene15327	
gbgene15328	
gbgene15329	
gbgene15330	GO:0051058,GO:0090630,GO:0005737,GO:0060293,GO:0005096
gbgene15331	
gbgene15332	
gbgene15333	GO:0045824,GO:0005459,GO:0045751,GO:0005794,GO:0002225,GO:0060050,GO:0030173,GO:0072334,GO:0005797
gbgene15334	GO:0006270,GO:0071162,GO:0000811,GO:1902983
gbgene15335	
gbgene15336	GO:0030703,GO:0034399,GO:0008585,GO:0000724,GO:0006355,GO:0006406,GO:0007110,GO:0006606,GO:0007112,GO:0017056,GO:0005635,GO:0031080,GO:0048137,GO:0000973,GO:1900182,GO:0005643,GO:0003682,GO:0046822
gbgene15337	GO:0005634,GO:0005737
gbgene15338	
gbgene15339	
gbgene15340	GO:0000122,GO:0006338,GO:0016586,GO:0007305,GO:0035060,GO:0003682,GO:0007306
gbgene15341	GO:0005739,GO:0008047,GO:0034614,GO:0045333,GO:1904231,GO:0034553
gbgene15342	GO:0031048,GO:0003723,GO:0004386,GO:0031380
gbgene15343	
gbgene15344	GO:0031048,GO:0003723,GO:0004386,GO:0031380
gbgene15345	GO:0034220,GO:0004890,GO:0043005,GO:0022851,GO:0005887,GO:0050877,GO:1902711,GO:0005254,GO:0045202,GO:0007165,GO:0005886,GO:0030594,GO:1902476,GO:0042391,GO:0007268
gbgene15346	GO:0006493,GO:0040003,GO:0007379,GO:0005783,GO:0005789,GO:0019991,GO:0006487,GO:0009953,GO:0007029,GO:0004581,GO:0010004,GO:0007009,GO:0007509
gbgene15347	
gbgene15348	
gbgene15349	GO:0046872,GO:0006825,GO:0005829,GO:0016531,GO:0055070
gbgene15350	GO:0005634,GO:0007096
gbgene15351	GO:0008340,GO:1904382,GO:0005509,GO:0030968,GO:0030433,GO:0004571,GO:0016020,GO:0005783,GO:0005975,GO:0097466,GO:1904380
gbgene15352	
gbgene15353	GO:0004674,GO:0005524,GO:0035556,GO:0006468
gbman.GBUE021377-PA.1	GO:0004423,GO:0006027,GO:0005764,GO:0008484
gbgene15355	GO:0004423,GO:0006027,GO:0005764,GO:0008484
gbman.GBUE006374-PA.1	GO:0034773,GO:0040029,GO:0031507,GO:0042799,GO:0034770,GO:0016571,GO:0034772,GO:0000792,GO:0005634
gbgene15357	GO:0005737,GO:0005829,GO:1901069,GO:0016311,GO:0008252,GO:0008253,GO:0009158,GO:0000287
gbgene15358	GO:0005737,GO:0005829,GO:1901069,GO:0016311,GO:0008252,GO:0008253,GO:0009158,GO:0000287
gbgene15359	GO:0005737,GO:0005829,GO:1901069,GO:0016311,GO:0008252,GO:0008253,GO:0009158,GO:0000287
gbgene15360	GO:0005737,GO:0005829,GO:1901069,GO:0016311,GO:0008252,GO:0008253,GO:0009158,GO:0000287
gbgene15361	GO:0012505,GO:0071458,GO:0031201,GO:0007030,GO:0006890,GO:0005783,GO:0009306,GO:0005484
gbgene15362	GO:0005737,GO:0005829,GO:1901069,GO:0016311,GO:0008252,GO:0008253,GO:0009158,GO:0000287
gbgene15363	GO:0007015,GO:0045169,GO:0005523,GO:0031430,GO:0005938,GO:0005856,GO:0030239,GO:0030016,GO:0051694
gbgene15364	GO:0007015,GO:0045169,GO:0005523,GO:0031430,GO:0005938,GO:0005856,GO:0030239,GO:0030016,GO:0051694
gbgene15365	GO:0022625,GO:0006412,GO:0022626,GO:0002181,GO:0003735,GO:0022618
gbgene15366	
gbman.GBUE021015-PA.1	GO:0036098,GO:0016485,GO:0005794,GO:0004252,GO:0005509,GO:0038004,GO:0030173
gbgene15368	GO:0005739,GO:0001676,GO:0019433,GO:0016405,GO:0046949,GO:0004467
gbgene15369	
gbgene15370	
gbgene15371	GO:0140359,GO:0055085,GO:0016020,GO:0042626,GO:0005524
gbgene15372	GO:0042626,GO:0055085,GO:0005524,GO:0005886
gbgene15373	GO:0140359,GO:0055085,GO:0016020,GO:0042626,GO:0005524
gbgene15374	GO:0042626,GO:0055085,GO:0005524,GO:0005886
gbgene15375	GO:0006641,GO:0140359,GO:0055085,GO:0042626,GO:0005524,GO:0005886
gbgene15376	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene15377	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene15378	GO:0043014,GO:0060285,GO:0000281,GO:0010975,GO:0007052,GO:0005930,GO:0005874,GO:0072686,GO:0060271
gbgene15379	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbman.GBUE013303-PA.1	GO:0007298,GO:0001700,GO:0006082,GO:0005737,GO:0006805,GO:0005506,GO:0043231,GO:0005783,GO:0006697,GO:0008395,GO:0016712,GO:0048477,GO:0035302,GO:0020037
gbgene15381	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene15382	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene15383	
gbgene15384	GO:0005615,GO:0045824,GO:0045751,GO:0048526,GO:0045861,GO:0004867,GO:0005576
gbgene15385	
gbgene15386	GO:0050577,GO:0042350,GO:0005575,GO:0033227,GO:0047918
gbgene15387	GO:0005730,GO:0008270,GO:0035167,GO:0000775,GO:0005634,GO:0030496
gbgene15388	GO:0046688,GO:0007409,GO:0006750,GO:0005515,GO:0017109,GO:0006749,GO:0004357,GO:0048471,GO:0005634,GO:0007476
gbgene15389	
gbgene15390	
gbgene15391	
gbgene15392	
gbgene15393	GO:0006508,GO:0017171,GO:0004252
gbgene15394	
gbman.GBUE014929-PA.1	GO:0009948,GO:0045944,GO:0001228,GO:0007400,GO:0007431,GO:0007402,GO:0003700,GO:0007419,GO:0006357,GO:0000122,GO:0035290,GO:0000981,GO:0000978,GO:0043565,GO:2000177,GO:0005634,GO:0050767,GO:0035289,GO:0048699,GO:0040034,GO:0007354
gbgene15396	GO:0008150,GO:0003674,GO:0005654
gbgene15397	GO:0034599,GO:0008340,GO:0005737,GO:0008113,GO:0006979,GO:0000096,GO:0036456
gbgene15398	GO:0045927,GO:0006338,GO:0051568,GO:0005634,GO:0006355,GO:0003713,GO:0045893,GO:0016573,GO:0035097,GO:0043967,GO:0140672,GO:0048188,GO:0043966,GO:0044665,GO:0044666,GO:0003682
gbgene15399	
gbgene15400	GO:0008150,GO:0003674,GO:0016021,GO:0005887
gbgene15401	
gbgene15402	GO:0008150,GO:0003674,GO:0016021,GO:0005887
gbgene15403	GO:0016021,GO:0050913,GO:0050909,GO:0008049,GO:0030425,GO:0008527,GO:0030424,GO:0043025
gbgene15404	GO:0005739,GO:0008150,GO:0003674,GO:0005737
gbgene15405	GO:0097361,GO:0016226
gbgene15406	GO:0008150,GO:0035091,GO:0003674,GO:0005575
gbgene15407	
